customer_id,pizza_name,category,size,order_id
CUST02731,Indi Chicken Tikka,Chicken,Medium,130944
CUST22572,Pepper Barbecue Chicken,Chicken,Personal,131561
CUST14679,Pepper Barbecue Chicken,Chicken,Regular,131993
CUST07420,Veg Extravaganza,Veg,Regular,131999
CUST11528,Indi Chicken Tikka,Chicken,Personal,132597
CUST03096,Indi Chicken Tikka,Chicken,Regular,133242
CUST24746,Chicken Sausage,Chicken,Medium,133370
CUST17622,Cheese n Corn,Veg,Medium,133595
CUST03934,Chicken Dominator,Chicken,Personal,133732
CUST15179,Veg Extravaganza,Veg,Personal,134066
CUST19702,Indi Chicken Tikka,Chicken,Medium,134176
CUST22701,Chicken Sausage,Chicken,Personal,134391
CUST09316,Margherita,Veg,Personal,134695
CUST02570,Chicken Dominator,Chicken,Personal,134938
CUST20139,Indi Chicken Tikka,Chicken,Personal,135086
CUST10731,Paneer Makhani,Veg,Large,135143
CUST24640,Farmhouse,Veg,Medium,135225
CUST07791,Indi Tandoori Paneer,Veg,Personal,135451
CUST18363,Paneer Makhani,Veg,Large,135879
CUST17872,Chicken Sausage,Chicken,Medium,136464
CUST17968,Chicken Sausage,Chicken,Regular,136577
CUST20252,Cheese n Corn,Veg,Regular,136871
CUST22072,Veg Extravaganza,Veg,Personal,136947
CUST03552,Pepper Barbecue Chicken,Chicken,Medium,137608
CUST20907,Paneer Makhani,Veg,Regular,137675
CUST14175,Farmhouse,Veg,Personal,138429
CUST07592,Pepper Barbecue Chicken,Chicken,Medium,138828
CUST20529,Cheese n Corn,Veg,Regular,139115
CUST12340,Chicken Sausage,Chicken,Large,139668
CUST13033,Veg Extravaganza,Veg,Personal,140006
CUST15953,Pepper Barbecue Chicken,Chicken,Large,140007
CUST20968,Paneer Makhani,Veg,Medium,140210
CUST15414,Margherita,Veg,Regular,140992
CUST22433,Paneer Makhani,Veg,Regular,141835
CUST22578,Cheese n Corn,Veg,Large,141965
CUST18731,Chicken Dominator,Chicken,Medium,142102
CUST14661,Chicken Sausage,Chicken,Personal,142699
CUST15805,Indi Chicken Tikka,Chicken,Large,143693
CUST17340,Indi Tandoori Paneer,Veg,Regular,144401
CUST18231,Veg Extravaganza,Veg,Regular,144660
CUST19313,Paneer Makhani,Veg,Regular,145588
CUST09391,Chicken Dominator,Chicken,Large,145671
CUST10551,Margherita,Veg,Medium,146123
CUST18458,Veg Extravaganza,Veg,Large,146170
CUST22008,Indi Chicken Tikka,Chicken,Regular,146293
CUST09550,Chicken Dominator,Chicken,Regular,146963
CUST11149,Farmhouse,Veg,Regular,147238
CUST20611,Chicken Dominator,Chicken,Regular,147548
CUST07106,Indi Tandoori Paneer,Veg,Regular,148406
CUST11538,Indi Chicken Tikka,Chicken,Personal,148984
CUST07926,Farmhouse,Veg,Regular,149429
CUST17369,Indi Tandoori Paneer,Veg,Large,149542
CUST14671,Pepper Barbecue Chicken,Chicken,Medium,149585
CUST10840,Veg Extravaganza,Veg,Large,149765
CUST01890,Margherita,Veg,Regular,149832
CUST09300,Chicken Sausage,Chicken,Medium,100055
CUST02867,Farmhouse,Veg,Regular,100659
CUST02041,Indi Tandoori Paneer,Veg,Regular,101188
CUST10996,Cheese n Corn,Veg,Personal,101293
CUST16156,Chicken Sausage,Chicken,Regular,101992
CUST10705,Chicken Sausage,Chicken,Medium,102335
CUST20071,Indi Chicken Tikka,Chicken,Personal,102448
CUST12249,Farmhouse,Veg,Regular,102876
CUST05829,Farmhouse,Veg,Regular,104036
CUST17706,Pepper Barbecue Chicken,Chicken,Personal,104708
CUST20103,Veg Extravaganza,Veg,Large,104889
CUST09934,Indi Chicken Tikka,Chicken,Regular,105966
CUST01441,Indi Chicken Tikka,Chicken,Regular,107611
CUST03886,Veg Extravaganza,Veg,Medium,107633
CUST18751,Farmhouse,Veg,Medium,108147
CUST03517,Farmhouse,Veg,Personal,108364
CUST17022,Pepper Barbecue Chicken,Chicken,Medium,108561
CUST15864,Veg Extravaganza,Veg,Regular,109146
CUST20222,Paneer Makhani,Veg,Medium,109150
CUST09063,Indi Chicken Tikka,Chicken,Regular,109454
CUST03057,Indi Tandoori Paneer,Veg,Large,110008
CUST11861,Indi Tandoori Paneer,Veg,Large,110395
CUST10684,Margherita,Veg,Personal,110700
CUST11608,Farmhouse,Veg,Personal,110783
CUST13753,Indi Chicken Tikka,Chicken,Large,111938
CUST17442,Indi Tandoori Paneer,Veg,Regular,112067
CUST16966,Margherita,Veg,Large,112561
CUST03470,Chicken Dominator,Chicken,Medium,112731
CUST10453,Paneer Makhani,Veg,Medium,112838
CUST02296,Chicken Dominator,Chicken,Large,113445
CUST05375,Pepper Barbecue Chicken,Chicken,Personal,113939
CUST18146,Indi Chicken Tikka,Chicken,Personal,115029
CUST01375,Indi Chicken Tikka,Chicken,Regular,116027
CUST14704,Chicken Sausage,Chicken,Medium,116226
CUST23148,Chicken Sausage,Chicken,Large,116561
CUST16196,Cheese n Corn,Veg,Large,116799
CUST04265,Indi Chicken Tikka,Chicken,Personal,116936
CUST21014,Indi Chicken Tikka,Chicken,Large,118233
CUST12492,Cheese n Corn,Veg,Personal,118837
CUST21469,Cheese n Corn,Veg,Large,119054
CUST14012,Chicken Dominator,Chicken,Large,119261
CUST24000,Indi Chicken Tikka,Chicken,Regular,119633
CUST23446,Cheese n Corn,Veg,Large,120307
CUST09537,Farmhouse,Veg,Personal,120781
CUST14443,Indi Chicken Tikka,Chicken,Large,120937
CUST13850,Margherita,Veg,Medium,121880
CUST17165,Pepper Barbecue Chicken,Chicken,Regular,122429
CUST01590,Chicken Sausage,Chicken,Personal,122824
CUST08417,Chicken Dominator,Chicken,Regular,122898
CUST07460,Farmhouse,Veg,Regular,123254
CUST21012,Indi Tandoori Paneer,Veg,Personal,123989
CUST14921,Indi Tandoori Paneer,Veg,Large,124077
CUST19710,Cheese n Corn,Veg,Medium,124569
CUST09057,Paneer Makhani,Veg,Regular,125315
CUST05944,Pepper Barbecue Chicken,Chicken,Regular,125824
CUST24356,Chicken Sausage,Chicken,Large,126217
CUST13150,Margherita,Veg,Regular,126835
CUST12380,Margherita,Veg,Personal,127180
CUST22123,Chicken Dominator,Chicken,Large,127484
CUST06843,Veg Extravaganza,Veg,Regular,128005
CUST23873,Farmhouse,Veg,Medium,128252
CUST04765,Indi Chicken Tikka,Chicken,Personal,128362
CUST10157,Chicken Sausage,Chicken,Personal,128885
CUST21938,Cheese n Corn,Veg,Regular,129063
CUST05380,Indi Tandoori Paneer,Veg,Regular,129372
CUST17883,Chicken Sausage,Chicken,Personal,130033
CUST18691,Chicken Dominator,Chicken,Personal,130411
CUST11734,Veg Extravaganza,Veg,Large,131258
CUST12648,Pepper Barbecue Chicken,Chicken,Large,131631
CUST16792,Margherita,Veg,Personal,131742
CUST07792,Chicken Dominator,Chicken,Medium,132026
CUST17593,Chicken Sausage,Chicken,Medium,132248
CUST02072,Indi Chicken Tikka,Chicken,Large,133124
CUST10005,Veg Extravaganza,Veg,Medium,133402
CUST17119,Margherita,Veg,Personal,134452
CUST03718,Indi Chicken Tikka,Chicken,Medium,134666
CUST08109,Paneer Makhani,Veg,Large,134676
CUST04219,Chicken Dominator,Chicken,Medium,134947
CUST22113,Indi Tandoori Paneer,Veg,Large,135568
CUST08771,Indi Chicken Tikka,Chicken,Medium,135626
CUST23548,Indi Chicken Tikka,Chicken,Medium,136141
CUST20985,Cheese n Corn,Veg,Large,137011
CUST14991,Chicken Sausage,Chicken,Medium,137290
CUST21317,Chicken Sausage,Chicken,Regular,137310
CUST23190,Farmhouse,Veg,Personal,137377
CUST03297,Cheese n Corn,Veg,Medium,137499
CUST04324,Pepper Barbecue Chicken,Chicken,Personal,137864
CUST09088,Indi Tandoori Paneer,Veg,Medium,138132
CUST23829,Chicken Dominator,Chicken,Personal,138154
CUST02731,Chicken Sausage,Chicken,Regular,138533
CUST21370,Chicken Sausage,Chicken,Medium,138778
CUST15401,Pepper Barbecue Chicken,Chicken,Medium,139161
CUST13929,Chicken Sausage,Chicken,Large,139240
CUST15693,Indi Chicken Tikka,Chicken,Large,139308
CUST08928,Pepper Barbecue Chicken,Chicken,Large,139467
CUST24026,Veg Extravaganza,Veg,Personal,140091
CUST05143,Chicken Sausage,Chicken,Regular,140133
CUST21576,Pepper Barbecue Chicken,Chicken,Medium,140389
CUST02675,Pepper Barbecue Chicken,Chicken,Personal,140767
CUST18164,Indi Tandoori Paneer,Veg,Large,140947
CUST08516,Indi Chicken Tikka,Chicken,Personal,141388
CUST15748,Pepper Barbecue Chicken,Chicken,Medium,141724
CUST17226,Pepper Barbecue Chicken,Chicken,Medium,142973
CUST03700,Margherita,Veg,Medium,143939
CUST24226,Pepper Barbecue Chicken,Chicken,Medium,144102
CUST09106,Paneer Makhani,Veg,Large,144951
CUST15497,Cheese n Corn,Veg,Regular,145147
CUST04681,Chicken Dominator,Chicken,Medium,145291
CUST02987,Chicken Sausage,Chicken,Regular,145987
CUST08999,Paneer Makhani,Veg,Personal,146227
CUST22146,Indi Chicken Tikka,Chicken,Regular,146873
CUST16204,Veg Extravaganza,Veg,Regular,147909
CUST05619,Pepper Barbecue Chicken,Chicken,Regular,148010
CUST11697,Cheese n Corn,Veg,Large,148182
CUST18459,Margherita,Veg,Large,148269
CUST02381,Paneer Makhani,Veg,Regular,148641
CUST17001,Cheese n Corn,Veg,Personal,148790
CUST12360,Farmhouse,Veg,Personal,149055
CUST15687,Veg Extravaganza,Veg,Regular,149274
CUST10439,Pepper Barbecue Chicken,Chicken,Regular,100266
CUST09113,Indi Tandoori Paneer,Veg,Medium,100328
CUST21489,Indi Chicken Tikka,Chicken,Regular,100799
CUST05506,Cheese n Corn,Veg,Regular,101445
CUST07811,Indi Chicken Tikka,Chicken,Regular,101754
CUST08156,Indi Chicken Tikka,Chicken,Regular,101996
CUST10101,Indi Tandoori Paneer,Veg,Large,102359
CUST18187,Cheese n Corn,Veg,Medium,102697
CUST08963,Margherita,Veg,Regular,102740
CUST24246,Chicken Dominator,Chicken,Medium,102967
CUST08140,Chicken Dominator,Chicken,Regular,102998
CUST15322,Farmhouse,Veg,Large,103102
CUST19453,Chicken Sausage,Chicken,Regular,104382
CUST22666,Chicken Sausage,Chicken,Personal,105399
CUST15335,Chicken Sausage,Chicken,Regular,105494
CUST24179,Veg Extravaganza,Veg,Regular,105517
CUST12113,Veg Extravaganza,Veg,Medium,106088
CUST07009,Farmhouse,Veg,Large,106210
CUST20568,Indi Tandoori Paneer,Veg,Large,106351
CUST06693,Veg Extravaganza,Veg,Regular,106717
CUST07248,Indi Tandoori Paneer,Veg,Medium,106777
CUST13243,Paneer Makhani,Veg,Regular,106901
CUST19357,Pepper Barbecue Chicken,Chicken,Regular,107012
CUST13577,Pepper Barbecue Chicken,Chicken,Regular,108410
CUST06970,Pepper Barbecue Chicken,Chicken,Medium,108668
CUST23993,Margherita,Veg,Large,108992
CUST23742,Veg Extravaganza,Veg,Large,109023
CUST08298,Chicken Dominator,Chicken,Medium,109098
CUST16706,Cheese n Corn,Veg,Personal,110044
CUST07257,Cheese n Corn,Veg,Large,110140
CUST16922,Margherita,Veg,Medium,110433
CUST11229,Chicken Sausage,Chicken,Regular,111306
CUST19801,Veg Extravaganza,Veg,Personal,111732
CUST19821,Indi Chicken Tikka,Chicken,Personal,111979
CUST18743,Indi Tandoori Paneer,Veg,Regular,112025
CUST21168,Indi Chicken Tikka,Chicken,Personal,112060
CUST01659,Margherita,Veg,Regular,112118
CUST05720,Paneer Makhani,Veg,Large,112229
CUST10880,Veg Extravaganza,Veg,Personal,112396
CUST21209,Chicken Dominator,Chicken,Regular,112783
CUST02166,Cheese n Corn,Veg,Personal,113026
CUST16288,Farmhouse,Veg,Large,113336
CUST06235,Farmhouse,Veg,Personal,113776
CUST21113,Cheese n Corn,Veg,Medium,113942
CUST24202,Chicken Sausage,Chicken,Medium,114019
CUST23417,Chicken Sausage,Chicken,Regular,114133
CUST22838,Farmhouse,Veg,Regular,114430
CUST21218,Margherita,Veg,Regular,114554
CUST20371,Pepper Barbecue Chicken,Chicken,Large,114568
CUST22831,Paneer Makhani,Veg,Personal,114734
CUST18522,Margherita,Veg,Personal,115367
CUST21378,Indi Tandoori Paneer,Veg,Medium,116197
CUST13963,Cheese n Corn,Veg,Regular,116568
CUST02150,Chicken Dominator,Chicken,Personal,116626
CUST24951,Veg Extravaganza,Veg,Regular,116953
CUST15625,Chicken Dominator,Chicken,Personal,117573
CUST02370,Indi Tandoori Paneer,Veg,Regular,117687
CUST02316,Indi Tandoori Paneer,Veg,Large,117718
CUST02463,Indi Tandoori Paneer,Veg,Medium,117737
CUST23039,Pepper Barbecue Chicken,Chicken,Regular,118046
CUST16774,Chicken Dominator,Chicken,Large,118766
CUST12780,Farmhouse,Veg,Medium,118853
CUST23114,Paneer Makhani,Veg,Medium,119952
CUST17752,Veg Extravaganza,Veg,Medium,120229
CUST21973,Indi Tandoori Paneer,Veg,Personal,121177
CUST10312,Chicken Sausage,Chicken,Regular,122704
CUST24612,Indi Tandoori Paneer,Veg,Regular,122953
CUST08348,Margherita,Veg,Large,123920
CUST04005,Cheese n Corn,Veg,Large,123955
CUST22770,Farmhouse,Veg,Large,124839
CUST14767,Chicken Sausage,Chicken,Large,125266
CUST04636,Chicken Dominator,Chicken,Large,125324
CUST17906,Veg Extravaganza,Veg,Large,125418
CUST02922,Farmhouse,Veg,Regular,125557
CUST13944,Pepper Barbecue Chicken,Chicken,Regular,125866
CUST24809,Cheese n Corn,Veg,Large,126074
CUST04745,Paneer Makhani,Veg,Large,126418
CUST02434,Veg Extravaganza,Veg,Large,126539
CUST09368,Indi Chicken Tikka,Chicken,Large,127285
CUST16645,Cheese n Corn,Veg,Regular,128227
CUST17681,Margherita,Veg,Large,128476
CUST13112,Chicken Dominator,Chicken,Medium,128942
CUST23215,Indi Tandoori Paneer,Veg,Personal,129350
CUST04273,Paneer Makhani,Veg,Medium,129701
CUST22738,Margherita,Veg,Large,129741
CUST05775,Indi Tandoori Paneer,Veg,Medium,129820
CUST13928,Margherita,Veg,Medium,129931
CUST14330,Chicken Dominator,Chicken,Medium,130385
CUST06771,Cheese n Corn,Veg,Regular,130837
CUST03894,Margherita,Veg,Regular,131455
CUST11905,Margherita,Veg,Personal,131531
CUST01524,Veg Extravaganza,Veg,Medium,131838
CUST12444,Cheese n Corn,Veg,Large,132561
CUST07105,Chicken Sausage,Chicken,Regular,132738
CUST05740,Farmhouse,Veg,Regular,133118
CUST11836,Indi Tandoori Paneer,Veg,Regular,133306
CUST24701,Chicken Dominator,Chicken,Large,133307
CUST23249,Chicken Sausage,Chicken,Personal,133472
CUST23489,Chicken Dominator,Chicken,Regular,133487
CUST06387,Indi Tandoori Paneer,Veg,Medium,133540
CUST21146,Paneer Makhani,Veg,Large,133625
CUST18974,Chicken Dominator,Chicken,Medium,134016
CUST01425,Pepper Barbecue Chicken,Chicken,Large,134799
CUST23880,Farmhouse,Veg,Medium,134801
CUST23613,Pepper Barbecue Chicken,Chicken,Large,134854
CUST20121,Farmhouse,Veg,Medium,135608
CUST11083,Cheese n Corn,Veg,Medium,135899
CUST16241,Cheese n Corn,Veg,Medium,136204
CUST07835,Chicken Sausage,Chicken,Personal,137095
CUST02678,Farmhouse,Veg,Medium,137251
CUST11724,Chicken Dominator,Chicken,Large,137312
CUST15901,Margherita,Veg,Personal,137437
CUST23027,Indi Tandoori Paneer,Veg,Regular,137491
CUST14413,Indi Tandoori Paneer,Veg,Regular,137495
CUST08604,Chicken Dominator,Chicken,Large,138112
CUST05133,Chicken Sausage,Chicken,Regular,138224
CUST06659,Paneer Makhani,Veg,Personal,138347
CUST23152,Chicken Dominator,Chicken,Large,138387
CUST03438,Chicken Sausage,Chicken,Regular,138798
CUST22080,Chicken Sausage,Chicken,Large,138954
CUST05186,Chicken Sausage,Chicken,Personal,139540
CUST04863,Farmhouse,Veg,Large,139739
CUST07179,Indi Chicken Tikka,Chicken,Medium,139802
CUST01020,Veg Extravaganza,Veg,Large,139900
CUST03849,Chicken Sausage,Chicken,Large,140089
CUST14635,Pepper Barbecue Chicken,Chicken,Personal,140107
CUST21745,Indi Tandoori Paneer,Veg,Large,140146
CUST05001,Margherita,Veg,Personal,140511
CUST01006,Cheese n Corn,Veg,Medium,141047
CUST08548,Indi Tandoori Paneer,Veg,Medium,141294
CUST19598,Chicken Dominator,Chicken,Personal,141908
CUST10882,Chicken Dominator,Chicken,Regular,142017
CUST17693,Indi Tandoori Paneer,Veg,Regular,142098
CUST16063,Indi Tandoori Paneer,Veg,Personal,142332
CUST23339,Margherita,Veg,Medium,142476
CUST01290,Margherita,Veg,Regular,142722
CUST13904,Farmhouse,Veg,Medium,142730
CUST08889,Margherita,Veg,Large,143241
CUST21171,Cheese n Corn,Veg,Large,143521
CUST04198,Paneer Makhani,Veg,Large,144044
CUST07847,Margherita,Veg,Medium,144332
CUST07252,Chicken Dominator,Chicken,Personal,144590
CUST03236,Farmhouse,Veg,Personal,145275
CUST15576,Farmhouse,Veg,Regular,145373
CUST18753,Indi Chicken Tikka,Chicken,Personal,145679
CUST06937,Farmhouse,Veg,Regular,145803
CUST02891,Cheese n Corn,Veg,Medium,146404
CUST21105,Pepper Barbecue Chicken,Chicken,Regular,146549
CUST18740,Paneer Makhani,Veg,Personal,146701
CUST21862,Veg Extravaganza,Veg,Large,147340
CUST13035,Farmhouse,Veg,Personal,147593
CUST15939,Indi Chicken Tikka,Chicken,Personal,147870
CUST04990,Margherita,Veg,Medium,147980
CUST12377,Paneer Makhani,Veg,Regular,148214
CUST13199,Veg Extravaganza,Veg,Large,148377
CUST16870,Veg Extravaganza,Veg,Personal,148418
CUST20415,Pepper Barbecue Chicken,Chicken,Large,148542
CUST18626,Chicken Sausage,Chicken,Regular,148572
CUST07934,Chicken Dominator,Chicken,Personal,149276
CUST07832,Paneer Makhani,Veg,Large,149855
CUST11680,Chicken Dominator,Chicken,Large,149905
CUST05901,Chicken Sausage,Chicken,Personal,100169
CUST22865,Margherita,Veg,Medium,100790
CUST18538,Indi Tandoori Paneer,Veg,Regular,101154
CUST15489,Pepper Barbecue Chicken,Chicken,Medium,101167
CUST16406,Pepper Barbecue Chicken,Chicken,Personal,101610
CUST19738,Chicken Dominator,Chicken,Large,103273
CUST05075,Farmhouse,Veg,Large,103640
CUST20277,Chicken Dominator,Chicken,Personal,103880
CUST02086,Margherita,Veg,Regular,103908
CUST17070,Veg Extravaganza,Veg,Large,103987
CUST18744,Margherita,Veg,Large,104542
CUST18279,Chicken Sausage,Chicken,Regular,105033
CUST09176,Farmhouse,Veg,Regular,105486
CUST23179,Indi Tandoori Paneer,Veg,Regular,105758
CUST19063,Margherita,Veg,Regular,106172
CUST01673,Veg Extravaganza,Veg,Medium,106919
CUST24776,Indi Tandoori Paneer,Veg,Medium,106924
CUST15697,Farmhouse,Veg,Large,106979
CUST22594,Indi Tandoori Paneer,Veg,Personal,107053
CUST12389,Margherita,Veg,Regular,107376
CUST05323,Veg Extravaganza,Veg,Personal,107875
CUST03509,Indi Chicken Tikka,Chicken,Personal,107993
CUST07691,Indi Tandoori Paneer,Veg,Medium,108316
CUST20775,Indi Chicken Tikka,Chicken,Medium,108385
CUST19788,Pepper Barbecue Chicken,Chicken,Personal,108621
CUST14603,Farmhouse,Veg,Medium,109623
CUST02088,Indi Tandoori Paneer,Veg,Medium,109945
CUST06136,Veg Extravaganza,Veg,Regular,110329
CUST01539,Paneer Makhani,Veg,Personal,111073
CUST19468,Pepper Barbecue Chicken,Chicken,Personal,111145
CUST12073,Chicken Dominator,Chicken,Personal,111825
CUST04721,Cheese n Corn,Veg,Large,112787
CUST10877,Pepper Barbecue Chicken,Chicken,Personal,113594
CUST16728,Paneer Makhani,Veg,Personal,114009
CUST01699,Paneer Makhani,Veg,Large,114093
CUST18740,Chicken Dominator,Chicken,Personal,114256
CUST20960,Indi Chicken Tikka,Chicken,Medium,114783
CUST18819,Cheese n Corn,Veg,Personal,115685
CUST14438,Indi Tandoori Paneer,Veg,Regular,116162
CUST13900,Indi Tandoori Paneer,Veg,Large,116180
CUST09736,Farmhouse,Veg,Personal,116356
CUST14767,Farmhouse,Veg,Personal,116426
CUST01002,Indi Tandoori Paneer,Veg,Personal,116557
CUST01852,Chicken Dominator,Chicken,Personal,117143
CUST23967,Paneer Makhani,Veg,Personal,117216
CUST02102,Chicken Dominator,Chicken,Personal,117289
CUST12570,Indi Chicken Tikka,Chicken,Personal,117452
CUST19727,Pepper Barbecue Chicken,Chicken,Regular,117465
CUST09449,Pepper Barbecue Chicken,Chicken,Regular,118168
CUST01103,Farmhouse,Veg,Personal,118232
CUST17407,Veg Extravaganza,Veg,Personal,118560
CUST05879,Indi Chicken Tikka,Chicken,Regular,119308
CUST03058,Veg Extravaganza,Veg,Personal,119521
CUST22241,Veg Extravaganza,Veg,Regular,119547
CUST03267,Margherita,Veg,Large,119712
CUST07527,Indi Chicken Tikka,Chicken,Regular,119802
CUST12207,Margherita,Veg,Medium,120195
CUST14234,Indi Tandoori Paneer,Veg,Regular,120471
CUST14980,Paneer Makhani,Veg,Medium,121891
CUST11707,Indi Chicken Tikka,Chicken,Medium,122070
CUST20975,Margherita,Veg,Regular,122117
CUST22502,Pepper Barbecue Chicken,Chicken,Personal,122488
CUST21234,Veg Extravaganza,Veg,Medium,122599
CUST04143,Indi Tandoori Paneer,Veg,Medium,123064
CUST22294,Paneer Makhani,Veg,Personal,123395
CUST18352,Indi Chicken Tikka,Chicken,Large,123528
CUST02406,Margherita,Veg,Large,125034
CUST15093,Indi Tandoori Paneer,Veg,Large,125081
CUST10198,Margherita,Veg,Regular,126076
CUST05406,Pepper Barbecue Chicken,Chicken,Medium,126762
CUST03300,Paneer Makhani,Veg,Large,127337
CUST10735,Cheese n Corn,Veg,Personal,129282
CUST04523,Chicken Dominator,Chicken,Large,130055
CUST02786,Indi Tandoori Paneer,Veg,Regular,130532
CUST07356,Chicken Dominator,Chicken,Large,130637
CUST06348,Indi Tandoori Paneer,Veg,Personal,131803
CUST12851,Cheese n Corn,Veg,Large,131810
CUST23018,Paneer Makhani,Veg,Large,132178
CUST22530,Indi Chicken Tikka,Chicken,Medium,132232
CUST14865,Chicken Dominator,Chicken,Personal,132391
CUST09366,Veg Extravaganza,Veg,Large,132568
CUST02853,Margherita,Veg,Regular,132735
CUST17153,Indi Chicken Tikka,Chicken,Personal,132809
CUST05957,Chicken Dominator,Chicken,Medium,132854
CUST14476,Farmhouse,Veg,Personal,133039
CUST19639,Paneer Makhani,Veg,Large,133919
CUST16402,Farmhouse,Veg,Regular,133980
CUST12241,Farmhouse,Veg,Large,134085
CUST22615,Farmhouse,Veg,Large,134217
CUST21033,Chicken Dominator,Chicken,Large,135338
CUST18533,Farmhouse,Veg,Medium,135386
CUST23236,Indi Chicken Tikka,Chicken,Personal,135453
CUST10491,Pepper Barbecue Chicken,Chicken,Regular,135628
