customer_id,order_id,order_date,order_time
CUST24965,119728,2025-01-01,18:18:00
CUST07087,120455,2025-01-01,16:51:00
CUST16357,120734,2025-01-01,20:11:00
CUST17756,120826,2025-01-01,10:29:00
CUST20645,121571,2025-01-01,15:33:00
CUST20717,121836,2025-01-01,16:33:00
CUST24418,122061,2025-01-01,10:45:00
CUST15226,122311,2025-01-01,22:46:00
CUST18354,122604,2025-01-01,18:30:00
CUST22721,122621,2025-01-01,10:35:00
CUST20904,122697,2025-01-01,13:46:00
CUST14651,123419,2025-01-01,10:32:00
CUST21310,123527,2025-01-01,21:16:00
CUST07516,123978,2025-01-01,21:43:00
CUST14107,124556,2025-01-01,11:54:00
CUST01766,125092,2025-01-01,21:40:00
CUST19399,125133,2025-01-01,20:36:00
CUST01909,125430,2025-01-01,18:58:00
CUST09147,125786,2025-01-01,14:22:00
CUST18380,126715,2025-01-01,16:39:00
CUST14638,127110,2025-01-01,15:53:00
CUST12513,127583,2025-01-01,13:31:00
CUST04466,127717,2025-01-01,21:03:00
CUST16559,128070,2025-01-01,20:00:00
CUST05731,128276,2025-01-01,10:54:00
CUST14346,128756,2025-01-01,19:33:00
CUST07213,129189,2025-01-01,15:34:00
CUST12251,129629,2025-01-01,17:14:00
CUST22749,129775,2025-01-01,21:28:00
CUST17715,130156,2025-01-01,17:55:00
CUST24335,130239,2025-01-01,15:46:00
CUST02731,130944,2025-01-01,14:58:00
CUST22572,131561,2025-01-01,22:16:00
CUST14679,131993,2025-01-01,14:03:00
CUST07420,131999,2025-01-01,17:58:00
CUST11528,132597,2025-01-01,21:17:00
CUST03096,133242,2025-01-01,18:50:00
CUST24746,133370,2025-01-01,22:40:00
CUST17622,133595,2025-01-01,19:10:00
CUST03934,133732,2025-01-01,13:19:00
CUST15179,134066,2025-01-01,13:17:00
CUST19702,134176,2025-01-01,22:56:00
CUST22701,134391,2025-01-01,12:33:00
CUST09316,134695,2025-01-01,13:16:00
CUST02570,134938,2025-01-01,22:44:00
CUST20139,135086,2025-01-01,19:49:00
CUST10731,135143,2025-01-01,21:14:00
CUST24640,135225,2025-01-01,12:31:00
CUST07791,135451,2025-01-01,13:18:00
CUST18363,135879,2025-01-01,14:32:00
CUST17872,136464,2025-01-01,19:49:00
CUST17968,136577,2025-01-01,11:23:00
CUST20252,136871,2025-01-01,11:50:00
CUST22072,136947,2025-01-01,13:41:00
CUST03552,137608,2025-01-01,21:07:00
CUST20907,137675,2025-01-01,14:34:00
CUST14175,138429,2025-01-01,12:11:00
CUST07592,138828,2025-01-01,16:54:00
CUST20529,139115,2025-01-01,13:23:00
CUST12340,139668,2025-01-01,14:36:00
CUST13033,140006,2025-01-01,10:08:00
CUST15953,140007,2025-01-01,19:13:00
CUST20968,140210,2025-01-01,17:04:00
CUST15414,140992,2025-01-01,19:30:00
CUST22433,141835,2025-01-01,16:26:00
CUST22578,141965,2025-01-01,10:28:00
CUST18731,142102,2025-01-01,19:29:00
CUST14661,142699,2025-01-01,21:52:00
CUST15805,143693,2025-01-01,18:34:00
CUST17340,144401,2025-01-01,17:26:00
CUST18231,144660,2025-01-01,20:09:00
CUST19313,145588,2025-01-01,10:26:00
CUST09391,145671,2025-01-01,17:40:00
CUST10551,146123,2025-01-01,15:17:00
CUST18458,146170,2025-01-01,22:41:00
CUST22008,146293,2025-01-01,21:24:00
CUST09550,146963,2025-01-01,14:02:00
CUST11149,147238,2025-01-01,21:56:00
CUST20611,147548,2025-01-01,17:38:00
CUST07106,148406,2025-01-01,12:22:00
CUST11538,148984,2025-01-01,20:28:00
CUST07926,149429,2025-01-01,17:21:00
CUST17369,149542,2025-01-01,15:42:00
CUST14671,149585,2025-01-01,19:13:00
CUST10840,149765,2025-01-01,16:19:00
CUST01890,149832,2025-01-01,18:20:00
CUST09300,100055,2025-02-01,17:23:00
CUST02867,100659,2025-02-01,12:03:00
CUST02041,101188,2025-02-01,11:02:00
CUST10996,101293,2025-02-01,16:55:00
CUST16156,101992,2025-02-01,16:04:00
CUST10705,102335,2025-02-01,15:40:00
CUST20071,102448,2025-02-01,12:01:00
CUST12249,102876,2025-02-01,14:35:00
CUST05829,104036,2025-02-01,20:37:00
CUST17706,104708,2025-02-01,20:17:00
CUST20103,104889,2025-02-01,19:45:00
CUST09934,105966,2025-02-01,22:20:00
CUST01441,107611,2025-02-01,12:54:00
CUST03886,107633,2025-02-01,16:41:00
CUST18751,108147,2025-02-01,22:22:00
CUST03517,108364,2025-02-01,12:10:00
CUST17022,108561,2025-02-01,18:07:00
CUST15864,109146,2025-02-01,19:17:00
CUST20222,109150,2025-02-01,13:12:00
CUST09063,109454,2025-02-01,14:15:00
CUST03057,110008,2025-02-01,12:36:00
CUST11861,110395,2025-02-01,22:35:00
CUST10684,110700,2025-02-01,10:50:00
CUST11608,110783,2025-02-01,21:45:00
CUST13753,111938,2025-02-01,17:09:00
CUST17442,112067,2025-02-01,20:06:00
CUST16966,112561,2025-02-01,14:52:00
CUST03470,112731,2025-02-01,10:01:00
CUST10453,112838,2025-02-01,14:09:00
CUST02296,113445,2025-02-01,22:33:00
CUST05375,113939,2025-02-01,17:51:00
CUST18146,115029,2025-02-01,15:40:00
CUST01375,116027,2025-02-01,18:36:00
CUST14704,116226,2025-02-01,12:49:00
CUST23148,116561,2025-02-01,21:52:00
CUST16196,116799,2025-02-01,18:08:00
CUST04265,116936,2025-02-01,15:03:00
CUST21014,118233,2025-02-01,15:51:00
CUST12492,118837,2025-02-01,16:29:00
CUST21469,119054,2025-02-01,21:59:00
CUST14012,119261,2025-02-01,16:36:00
CUST24000,119633,2025-02-01,15:42:00
CUST23446,120307,2025-02-01,16:38:00
CUST09537,120781,2025-02-01,11:42:00
CUST14443,120937,2025-02-01,16:38:00
CUST13850,121880,2025-02-01,14:58:00
CUST17165,122429,2025-02-01,16:37:00
CUST01590,122824,2025-02-01,16:59:00
CUST08417,122898,2025-02-01,11:04:00
CUST07460,123254,2025-02-01,16:10:00
CUST21012,123989,2025-02-01,15:47:00
CUST14921,124077,2025-02-01,14:06:00
CUST19710,124569,2025-02-01,13:29:00
CUST09057,125315,2025-02-01,21:02:00
CUST05944,125824,2025-02-01,22:01:00
CUST24356,126217,2025-02-01,13:14:00
CUST13150,126835,2025-02-01,15:01:00
CUST12380,127180,2025-02-01,20:11:00
CUST22123,127484,2025-02-01,11:18:00
CUST06843,128005,2025-02-01,18:18:00
CUST23873,128252,2025-02-01,22:34:00
CUST04765,128362,2025-02-01,16:53:00
CUST10157,128885,2025-02-01,17:34:00
CUST21938,129063,2025-02-01,19:00:00
CUST05380,129372,2025-02-01,12:08:00
CUST17883,130033,2025-02-01,11:37:00
CUST18691,130411,2025-02-01,19:34:00
CUST11734,131258,2025-02-01,19:51:00
CUST12648,131631,2025-02-01,22:19:00
CUST16792,131742,2025-02-01,19:29:00
CUST07792,132026,2025-02-01,16:16:00
CUST17593,132248,2025-02-01,19:55:00
CUST02072,133124,2025-02-01,17:28:00
CUST10005,133402,2025-02-01,22:41:00
CUST17119,134452,2025-02-01,18:59:00
CUST03718,134666,2025-02-01,16:19:00
CUST08109,134676,2025-02-01,17:51:00
CUST04219,134947,2025-02-01,15:22:00
CUST22113,135568,2025-02-01,10:48:00
CUST08771,135626,2025-02-01,17:27:00
CUST23548,136141,2025-02-01,16:16:00
CUST20985,137011,2025-02-01,15:07:00
CUST14991,137290,2025-02-01,10:10:00
CUST21317,137310,2025-02-01,11:22:00
CUST23190,137377,2025-02-01,13:38:00
CUST03297,137499,2025-02-01,22:42:00
CUST04324,137864,2025-02-01,11:53:00
CUST09088,138132,2025-02-01,11:00:00
CUST23829,138154,2025-02-01,10:08:00
CUST02731,138533,2025-02-01,20:58:00
CUST21370,138778,2025-02-01,19:01:00
CUST15401,139161,2025-02-01,10:01:00
CUST13929,139240,2025-02-01,21:30:00
CUST15693,139308,2025-02-01,12:55:00
CUST08928,139467,2025-02-01,21:11:00
CUST24026,140091,2025-02-01,19:22:00
CUST05143,140133,2025-02-01,10:32:00
CUST21576,140389,2025-02-01,16:20:00
CUST02675,140767,2025-02-01,20:00:00
CUST18164,140947,2025-02-01,10:48:00
CUST08516,141388,2025-02-01,21:01:00
CUST15748,141724,2025-02-01,16:57:00
CUST17226,142973,2025-02-01,12:06:00
CUST03700,143939,2025-02-01,18:11:00
CUST24226,144102,2025-02-01,18:40:00
CUST09106,144951,2025-02-01,18:05:00
CUST15497,145147,2025-02-01,20:09:00
CUST04681,145291,2025-02-01,11:33:00
CUST02987,145987,2025-02-01,18:22:00
CUST08999,146227,2025-02-01,21:55:00
CUST22146,146873,2025-02-01,11:04:00
CUST16204,147909,2025-02-01,19:18:00
CUST05619,148010,2025-02-01,11:45:00
CUST11697,148182,2025-02-01,17:40:00
CUST18459,148269,2025-02-01,22:30:00
CUST02381,148641,2025-02-01,14:30:00
CUST17001,148790,2025-02-01,22:58:00
CUST12360,149055,2025-02-01,15:43:00
CUST15687,149274,2025-02-01,16:54:00
CUST10439,100266,2025-03-01,13:22:00
CUST09113,100328,2025-03-01,20:11:00
CUST21489,100799,2025-03-01,10:33:00
CUST05506,101445,2025-03-01,17:12:00
CUST07811,101754,2025-03-01,17:22:00
CUST08156,101996,2025-03-01,18:12:00
CUST10101,102359,2025-03-01,20:19:00
CUST18187,102697,2025-03-01,15:59:00
CUST08963,102740,2025-03-01,17:41:00
CUST24246,102967,2025-03-01,11:43:00
CUST08140,102998,2025-03-01,15:11:00
CUST15322,103102,2025-03-01,13:13:00
CUST19453,104382,2025-03-01,14:37:00
CUST22666,105399,2025-03-01,10:19:00
CUST15335,105494,2025-03-01,18:28:00
CUST24179,105517,2025-03-01,21:29:00
CUST12113,106088,2025-03-01,12:13:00
CUST07009,106210,2025-03-01,12:17:00
CUST20568,106351,2025-03-01,21:31:00
CUST06693,106717,2025-03-01,13:44:00
CUST07248,106777,2025-03-01,12:45:00
CUST13243,106901,2025-03-01,22:08:00
CUST19357,107012,2025-03-01,10:06:00
CUST13577,108410,2025-03-01,12:42:00
CUST06970,108668,2025-03-01,17:12:00
CUST23993,108992,2025-03-01,14:59:00
CUST23742,109023,2025-03-01,20:40:00
CUST08298,109098,2025-03-01,20:06:00
CUST16706,110044,2025-03-01,15:17:00
CUST07257,110140,2025-03-01,22:48:00
CUST16922,110433,2025-03-01,13:46:00
CUST11229,111306,2025-03-01,13:10:00
CUST19801,111732,2025-03-01,20:15:00
CUST19821,111979,2025-03-01,11:53:00
CUST18743,112025,2025-03-01,19:31:00
CUST21168,112060,2025-03-01,13:44:00
CUST01659,112118,2025-03-01,18:22:00
CUST05720,112229,2025-03-01,12:13:00
CUST10880,112396,2025-03-01,12:04:00
CUST21209,112783,2025-03-01,19:36:00
CUST02166,113026,2025-03-01,18:55:00
CUST16288,113336,2025-03-01,15:54:00
CUST06235,113776,2025-03-01,10:30:00
CUST21113,113942,2025-03-01,22:44:00
CUST24202,114019,2025-03-01,15:08:00
CUST23417,114133,2025-03-01,18:29:00
CUST22838,114430,2025-03-01,16:44:00
CUST21218,114554,2025-03-01,18:02:00
CUST20371,114568,2025-03-01,17:41:00
CUST22831,114734,2025-03-01,17:36:00
CUST18522,115367,2025-03-01,13:42:00
CUST21378,116197,2025-03-01,19:38:00
CUST13963,116568,2025-03-01,12:59:00
CUST02150,116626,2025-03-01,16:55:00
CUST24951,116953,2025-03-01,16:08:00
CUST15625,117573,2025-03-01,22:46:00
CUST02370,117687,2025-03-01,14:23:00
CUST02316,117718,2025-03-01,16:07:00
CUST02463,117737,2025-03-01,15:52:00
CUST23039,118046,2025-03-01,16:39:00
CUST16774,118766,2025-03-01,22:17:00
CUST12780,118853,2025-03-01,23:00:00
CUST23114,119952,2025-03-01,20:51:00
CUST17752,120229,2025-03-01,12:26:00
CUST21973,121177,2025-03-01,20:03:00
CUST10312,122704,2025-03-01,21:43:00
CUST24612,122953,2025-03-01,15:46:00
CUST08348,123920,2025-03-01,11:18:00
CUST04005,123955,2025-03-01,12:55:00
CUST22770,124839,2025-03-01,15:03:00
CUST14767,125266,2025-03-01,18:55:00
CUST04636,125324,2025-03-01,14:49:00
CUST17906,125418,2025-03-01,14:26:00
CUST02922,125557,2025-03-01,15:16:00
CUST13944,125866,2025-03-01,14:39:00
CUST24809,126074,2025-03-01,21:26:00
CUST04745,126418,2025-03-01,22:22:00
CUST02434,126539,2025-03-01,18:05:00
CUST09368,127285,2025-03-01,15:45:00
CUST16645,128227,2025-03-01,18:02:00
CUST17681,128476,2025-03-01,19:20:00
CUST13112,128942,2025-03-01,16:52:00
CUST23215,129350,2025-03-01,22:05:00
CUST04273,129701,2025-03-01,21:12:00
CUST22738,129741,2025-03-01,15:48:00
CUST05775,129820,2025-03-01,20:09:00
CUST13928,129931,2025-03-01,18:03:00
CUST14330,130385,2025-03-01,18:54:00
CUST06771,130837,2025-03-01,11:32:00
CUST03894,131455,2025-03-01,20:15:00
CUST11905,131531,2025-03-01,14:07:00
CUST01524,131838,2025-03-01,21:09:00
CUST12444,132561,2025-03-01,17:28:00
CUST07105,132738,2025-03-01,11:55:00
CUST05740,133118,2025-03-01,21:55:00
CUST11836,133306,2025-03-01,21:59:00
CUST24701,133307,2025-03-01,21:55:00
CUST23249,133472,2025-03-01,11:01:00
CUST23489,133487,2025-03-01,19:38:00
CUST06387,133540,2025-03-01,12:33:00
CUST21146,133625,2025-03-01,17:11:00
CUST18974,134016,2025-03-01,19:33:00
CUST01425,134799,2025-03-01,15:30:00
CUST23880,134801,2025-03-01,12:11:00
CUST23613,134854,2025-03-01,16:57:00
CUST20121,135608,2025-03-01,21:40:00
CUST11083,135899,2025-03-01,10:39:00
CUST16241,136204,2025-03-01,22:35:00
CUST07835,137095,2025-03-01,17:21:00
CUST02678,137251,2025-03-01,17:25:00
CUST11724,137312,2025-03-01,14:49:00
CUST15901,137437,2025-03-01,20:04:00
CUST23027,137491,2025-03-01,14:30:00
CUST14413,137495,2025-03-01,16:17:00
CUST08604,138112,2025-03-01,11:50:00
CUST05133,138224,2025-03-01,13:58:00
CUST06659,138347,2025-03-01,11:21:00
CUST23152,138387,2025-03-01,13:04:00
CUST03438,138798,2025-03-01,10:12:00
CUST22080,138954,2025-03-01,14:17:00
CUST05186,139540,2025-03-01,18:29:00
CUST04863,139739,2025-03-01,21:41:00
CUST07179,139802,2025-03-01,18:37:00
CUST01020,139900,2025-03-01,12:53:00
CUST03849,140089,2025-03-01,22:30:00
CUST14635,140107,2025-03-01,18:29:00
CUST21745,140146,2025-03-01,14:02:00
CUST05001,140511,2025-03-01,15:43:00
CUST01006,141047,2025-03-01,22:52:00
CUST08548,141294,2025-03-01,22:37:00
CUST19598,141908,2025-03-01,20:07:00
CUST10882,142017,2025-03-01,18:46:00
CUST17693,142098,2025-03-01,10:04:00
CUST16063,142332,2025-03-01,14:31:00
CUST23339,142476,2025-03-01,22:24:00
CUST01290,142722,2025-03-01,21:55:00
CUST13904,142730,2025-03-01,17:36:00
CUST08889,143241,2025-03-01,17:31:00
CUST21171,143521,2025-03-01,22:20:00
CUST04198,144044,2025-03-01,22:12:00
CUST07847,144332,2025-03-01,19:24:00
CUST07252,144590,2025-03-01,12:55:00
CUST03236,145275,2025-03-01,11:21:00
CUST15576,145373,2025-03-01,14:39:00
CUST18753,145679,2025-03-01,14:14:00
CUST06937,145803,2025-03-01,22:00:00
CUST02891,146404,2025-03-01,21:35:00
CUST21105,146549,2025-03-01,19:29:00
CUST18740,146701,2025-03-01,10:57:00
CUST21862,147340,2025-03-01,13:39:00
CUST13035,147593,2025-03-01,10:24:00
CUST15939,147870,2025-03-01,14:11:00
CUST04990,147980,2025-03-01,12:01:00
CUST12377,148214,2025-03-01,13:11:00
CUST13199,148377,2025-03-01,21:03:00
CUST16870,148418,2025-03-01,11:34:00
CUST20415,148542,2025-03-01,20:19:00
CUST18626,148572,2025-03-01,18:40:00
CUST07934,149276,2025-03-01,22:14:00
CUST07832,149855,2025-03-01,10:48:00
CUST11680,149905,2025-03-01,11:58:00
CUST05901,100169,2025-04-01,20:25:00
CUST22865,100790,2025-04-01,12:35:00
CUST18538,101154,2025-04-01,14:09:00
CUST15489,101167,2025-04-01,11:24:00
CUST16406,101610,2025-04-01,15:28:00
CUST19738,103273,2025-04-01,16:27:00
CUST05075,103640,2025-04-01,14:24:00
CUST20277,103880,2025-04-01,10:14:00
CUST02086,103908,2025-04-01,17:06:00
CUST17070,103987,2025-04-01,16:41:00
CUST18744,104542,2025-04-01,19:43:00
CUST18279,105033,2025-04-01,10:16:00
CUST09176,105486,2025-04-01,18:32:00
CUST23179,105758,2025-04-01,13:24:00
CUST19063,106172,2025-04-01,12:07:00
CUST01673,106919,2025-04-01,18:45:00
CUST24776,106924,2025-04-01,11:46:00
CUST15697,106979,2025-04-01,10:46:00
CUST22594,107053,2025-04-01,18:05:00
CUST12389,107376,2025-04-01,15:32:00
CUST05323,107875,2025-04-01,13:56:00
CUST03509,107993,2025-04-01,14:16:00
CUST07691,108316,2025-04-01,16:19:00
CUST20775,108385,2025-04-01,16:23:00
CUST19788,108621,2025-04-01,22:30:00
CUST14603,109623,2025-04-01,10:15:00
CUST02088,109945,2025-04-01,11:29:00
CUST06136,110329,2025-04-01,13:30:00
CUST01539,111073,2025-04-01,11:40:00
CUST19468,111145,2025-04-01,10:02:00
CUST12073,111825,2025-04-01,12:11:00
CUST04721,112787,2025-04-01,11:33:00
CUST10877,113594,2025-04-01,22:04:00
CUST16728,114009,2025-04-01,18:48:00
CUST01699,114093,2025-04-01,19:01:00
CUST18740,114256,2025-04-01,14:03:00
CUST20960,114783,2025-04-01,22:49:00
CUST18819,115685,2025-04-01,15:02:00
CUST14438,116162,2025-04-01,19:36:00
CUST13900,116180,2025-04-01,14:33:00
CUST09736,116356,2025-04-01,22:15:00
CUST14767,116426,2025-04-01,22:17:00
CUST01002,116557,2025-04-01,16:21:00
CUST01852,117143,2025-04-01,11:55:00
CUST23967,117216,2025-04-01,21:51:00
CUST02102,117289,2025-04-01,10:29:00
CUST12570,117452,2025-04-01,15:11:00
CUST19727,117465,2025-04-01,22:35:00
CUST09449,118168,2025-04-01,20:36:00
CUST01103,118232,2025-04-01,20:42:00
CUST17407,118560,2025-04-01,10:44:00
CUST05879,119308,2025-04-01,15:52:00
CUST03058,119521,2025-04-01,13:55:00
CUST22241,119547,2025-04-01,15:37:00
CUST03267,119712,2025-04-01,18:04:00
CUST07527,119802,2025-04-01,22:44:00
CUST12207,120195,2025-04-01,14:12:00
CUST14234,120471,2025-04-01,10:36:00
CUST14980,121891,2025-04-01,12:09:00
CUST11707,122070,2025-04-01,15:49:00
CUST20975,122117,2025-04-01,16:13:00
CUST22502,122488,2025-04-01,13:21:00
CUST21234,122599,2025-04-01,22:10:00
CUST04143,123064,2025-04-01,21:58:00
CUST22294,123395,2025-04-01,10:26:00
CUST18352,123528,2025-04-01,21:03:00
CUST02406,125034,2025-04-01,21:42:00
CUST15093,125081,2025-04-01,10:20:00
CUST10198,126076,2025-04-01,10:11:00
CUST05406,126762,2025-04-01,21:58:00
CUST03300,127337,2025-04-01,21:34:00
CUST10735,129282,2025-04-01,17:25:00
CUST04523,130055,2025-04-01,12:42:00
CUST02786,130532,2025-04-01,14:51:00
CUST07356,130637,2025-04-01,16:06:00
CUST06348,131803,2025-04-01,15:32:00
CUST12851,131810,2025-04-01,13:40:00
CUST23018,132178,2025-04-01,19:02:00
CUST22530,132232,2025-04-01,18:56:00
CUST14865,132391,2025-04-01,11:47:00
CUST09366,132568,2025-04-01,18:15:00
CUST02853,132735,2025-04-01,20:48:00
CUST17153,132809,2025-04-01,22:45:00
CUST05957,132854,2025-04-01,16:50:00
CUST14476,133039,2025-04-01,18:52:00
CUST19639,133919,2025-04-01,10:35:00
CUST16402,133980,2025-04-01,20:18:00
CUST12241,134085,2025-04-01,10:00:00
CUST22615,134217,2025-04-01,10:12:00
CUST21033,135338,2025-04-01,20:09:00
CUST18533,135386,2025-04-01,22:54:00
CUST23236,135453,2025-04-01,12:40:00
CUST10491,135628,2025-04-01,21:56:00
CUST20441,135843,2025-04-01,16:46:00
CUST15911,135922,2025-04-01,20:50:00
CUST06962,136003,2025-04-01,22:22:00
CUST16726,137085,2025-04-01,17:47:00
CUST19367,137093,2025-04-01,19:27:00
CUST13369,137695,2025-04-01,16:37:00
CUST08092,137882,2025-04-01,12:21:00
CUST18933,138446,2025-04-01,16:02:00
CUST05019,138599,2025-04-01,11:51:00
CUST18717,138809,2025-04-01,17:49:00
CUST23297,139763,2025-04-01,16:13:00
CUST06116,140201,2025-04-01,12:50:00
CUST24558,140515,2025-04-01,12:24:00
CUST22018,140652,2025-04-01,13:09:00
CUST17421,140800,2025-04-01,13:34:00
CUST07631,141065,2025-04-01,15:05:00
CUST10046,141396,2025-04-01,16:24:00
CUST10934,141438,2025-04-01,12:26:00
CUST15140,141518,2025-04-01,18:35:00
CUST11243,142252,2025-04-01,12:36:00
CUST17245,142338,2025-04-01,20:42:00
CUST01467,143163,2025-04-01,21:30:00
CUST04411,144417,2025-04-01,13:53:00
CUST09650,144490,2025-04-01,20:11:00
CUST10715,144767,2025-04-01,20:04:00
CUST18410,145033,2025-04-01,14:43:00
CUST24651,145741,2025-04-01,18:38:00
CUST15052,146382,2025-04-01,22:59:00
CUST13690,146458,2025-04-01,22:23:00
CUST08520,146514,2025-04-01,12:07:00
CUST06359,146827,2025-04-01,21:38:00
CUST03369,147689,2025-04-01,15:46:00
CUST19297,148142,2025-04-01,10:22:00
CUST18085,148437,2025-04-01,15:29:00
CUST21149,148570,2025-04-01,17:35:00
CUST08323,148848,2025-04-01,15:34:00
CUST16298,149132,2025-04-01,18:30:00
CUST19664,149187,2025-04-01,15:28:00
CUST14057,149241,2025-04-01,10:19:00
CUST17546,100071,2025-05-01,11:08:00
CUST13913,100662,2025-05-01,12:45:00
CUST05511,101432,2025-05-01,22:13:00
CUST17693,101456,2025-05-01,19:04:00
CUST18704,101471,2025-05-01,20:07:00
CUST23569,101744,2025-05-01,20:59:00
CUST16738,102225,2025-05-01,19:21:00
CUST08915,102675,2025-05-01,20:12:00
CUST06418,103036,2025-05-01,16:34:00
CUST19135,103653,2025-05-01,19:01:00
CUST17105,103837,2025-05-01,15:08:00
CUST13462,104084,2025-05-01,12:56:00
CUST11830,104465,2025-05-01,22:08:00
CUST06618,104925,2025-05-01,13:38:00
CUST19985,105233,2025-05-01,16:50:00
CUST05002,105461,2025-05-01,16:04:00
CUST23375,106361,2025-05-01,16:21:00
CUST21217,107328,2025-05-01,17:41:00
CUST22706,107363,2025-05-01,21:27:00
CUST17451,107411,2025-05-01,20:35:00
CUST09796,108431,2025-05-01,12:26:00
CUST08257,108506,2025-05-01,20:30:00
CUST12302,108547,2025-05-01,22:03:00
CUST09043,108838,2025-05-01,20:02:00
CUST08201,108987,2025-05-01,20:01:00
CUST18046,109707,2025-05-01,11:51:00
CUST07598,109924,2025-05-01,20:55:00
CUST22764,110354,2025-05-01,21:38:00
CUST04456,110463,2025-05-01,11:44:00
CUST19413,110818,2025-05-01,12:49:00
CUST02296,111123,2025-05-01,10:39:00
CUST17350,111348,2025-05-01,16:01:00
CUST10467,111484,2025-05-01,20:04:00
CUST02869,111714,2025-05-01,20:05:00
CUST18696,111929,2025-05-01,19:00:00
CUST02276,112069,2025-05-01,16:59:00
CUST03759,112329,2025-05-01,13:13:00
CUST10116,112430,2025-05-01,11:53:00
CUST08664,112631,2025-05-01,21:52:00
CUST02585,112869,2025-05-01,21:04:00
CUST12610,112884,2025-05-01,10:56:00
CUST21334,112917,2025-05-01,21:19:00
CUST07904,113137,2025-05-01,11:19:00
CUST15882,113160,2025-05-01,14:22:00
CUST14521,113506,2025-05-01,11:06:00
CUST23541,113582,2025-05-01,21:00:00
CUST18143,113700,2025-05-01,19:58:00
CUST22675,114262,2025-05-01,22:02:00
CUST18310,114330,2025-05-01,15:01:00
CUST02227,114487,2025-05-01,11:27:00
CUST17370,114872,2025-05-01,13:41:00
CUST24024,114906,2025-05-01,16:40:00
CUST01589,115402,2025-05-01,20:19:00
CUST24833,115419,2025-05-01,13:29:00
CUST22663,115534,2025-05-01,12:16:00
CUST21687,115967,2025-05-01,14:00:00
CUST20612,116089,2025-05-01,15:57:00
CUST20741,116659,2025-05-01,22:31:00
CUST11498,117411,2025-05-01,22:16:00
CUST04517,117729,2025-05-01,11:23:00
CUST12122,117741,2025-05-01,15:22:00
CUST02975,117907,2025-05-01,18:24:00
CUST04987,118041,2025-05-01,13:22:00
CUST03988,119414,2025-05-01,20:09:00
CUST23460,119463,2025-05-01,22:52:00
CUST21954,119508,2025-05-01,10:39:00
CUST16669,120057,2025-05-01,14:34:00
CUST08639,120999,2025-05-01,15:44:00
CUST06714,121063,2025-05-01,22:29:00
CUST11360,121457,2025-05-01,15:49:00
CUST19929,121687,2025-05-01,20:35:00
CUST07660,123086,2025-05-01,17:22:00
CUST10242,123245,2025-05-01,10:41:00
CUST14509,123984,2025-05-01,17:24:00
CUST14765,124113,2025-05-01,11:22:00
CUST08782,124639,2025-05-01,10:21:00
CUST18316,124955,2025-05-01,17:39:00
