order_id,quantity,unit_price,discount,gst,total_amount
142699,2,303.2,0,30.32,636.72
143693,2,798.4,0,79.84,1676.64
144401,2,429,0,42.9,900.9
144660,2,399,0,39.9,837.9
145588,2,349,0,34.9,732.9
145671,3,958.4,287.52,129.38,2717.06
146123,3,193.7,0,29.05,610.15
146170,2,638.4,0,63.84,1340.64
146293,4,499,0,99.8,2095.8
146963,4,599,0,119.8,2515.8
147238,3,299,89.7,40.37,847.67
147548,2,599,59.9,56.91,1195.01
148406,1,429,0,21.45,450.45
148984,1,399.2,0,19.96,419.16
149429,4,299,0,59.8,1255.8
149542,4,686.4,0,137.28,2882.88
149585,2,583.7,175.11,49.61,1041.9
149765,4,638.4,0,127.68,2681.28
149832,1,149,0,7.45,156.45
100055,1,492.7,0,24.64,517.34
100659,2,299,0,29.9,627.9
101188,1,429,42.9,19.31,405.41
101293,3,199.2,0,29.88,627.48
101992,2,379,75.8,34.11,716.31
102335,4,492.7,295.62,83.76,1758.94
102448,2,399.2,79.84,35.93,754.49
102876,2,299,0,29.9,627.9
104036,1,299,14.95,14.2,298.25
104708,2,359.2,35.92,34.12,716.6
104889,4,638.4,127.68,121.3,2547.22
105966,1,499,0,24.95,523.95
107611,1,499,49.9,22.46,471.56
107633,3,518.7,155.61,70.02,1470.51
108147,4,388.7,233.22,66.08,1387.66
108364,4,239.2,143.52,40.66,853.94
108561,1,583.7,87.56,24.81,520.95
109146,3,399,0,59.85,1256.85
109150,2,453.7,136.11,38.56,809.85
109454,2,499,149.7,42.41,890.71
110008,3,686.4,102.96,97.81,2054.05
110395,2,686.4,137.28,61.78,1297.3
110700,2,119.2,35.76,10.13,212.77
110783,4,239.2,0,47.84,1004.64
111938,4,798.4,319.36,143.71,3017.95
112067,2,429,42.9,40.76,855.86
112561,3,238.4,0,35.76,750.96
112731,1,778.7,38.94,36.99,776.75
112838,1,453.7,45.37,20.42,428.75
113445,1,958.4,0,47.92,1006.32
113939,2,359.2,0,35.92,754.32
115029,3,399.2,119.76,53.89,1131.73
116027,1,499,74.85,21.21,445.36
116226,4,492.7,98.54,93.61,1965.87
116561,3,606.4,181.92,81.86,1719.14
116799,3,398.4,0,59.76,1254.96
116936,1,399.2,59.88,16.97,356.29
118233,4,798.4,319.36,143.71,3017.95
118837,4,199.2,0,39.84,836.64
119054,2,398.4,119.52,33.86,711.14
119261,3,958.4,143.76,136.57,2868.01
119633,1,499,49.9,22.46,471.56
120307,4,398.4,159.36,71.71,1505.95
120781,4,239.2,143.52,40.66,853.94
120937,4,798.4,479.04,135.73,2850.29
121880,2,193.7,19.37,18.4,386.43
122429,1,449,0,22.45,471.45
122824,3,303.2,45.48,43.21,907.33
122898,4,599,119.8,113.81,2390.01
123254,4,299,59.8,56.81,1193.01
123989,2,343.2,0,34.32,720.72
124077,4,686.4,0,137.28,2882.88
124569,3,323.7,97.11,43.7,917.69
125315,1,349,0,17.45,366.45
125824,2,449,0,44.9,942.9
126217,3,606.4,0,90.96,1910.16
126835,1,149,7.45,7.08,148.63
127180,1,119.2,0,5.96,125.16
127484,1,958.4,47.92,45.52,956
128005,3,399,0,59.85,1256.85
128252,2,388.7,0,38.87,816.27
128362,1,399.2,39.92,17.96,377.24
128885,1,303.2,0,15.16,318.36
129063,3,249,74.7,33.62,705.92
129372,2,429,0,42.9,900.9
130033,3,303.2,90.96,40.93,859.57
130411,2,479.2,0,47.92,1006.32
131258,1,638.4,63.84,28.73,603.29
131631,4,718.4,287.36,129.31,2715.55
131742,2,119.2,35.76,10.13,212.77
132026,3,778.7,0,116.81,2452.91
132248,2,492.7,147.81,41.88,879.47
133124,1,798.4,39.92,37.92,796.4
133402,1,518.7,0,25.94,544.64
134452,2,119.2,35.76,10.13,212.77
134666,3,648.7,291.92,82.71,1736.89
134676,2,558.4,111.68,50.26,1055.38
134947,3,778.7,0,116.81,2452.91
135568,2,686.4,205.92,58.34,1225.22
135626,2,648.7,129.74,58.38,1226.04
136141,1,648.7,97.31,27.57,578.96
137011,3,398.4,119.52,53.78,1129.46
137290,1,492.7,0,24.64,517.34
137310,2,379,0,37.9,795.9
137377,2,239.2,0,23.92,502.32
137499,2,323.7,64.74,29.13,611.79
137864,4,359.2,215.52,61.06,1282.34
138132,2,557.7,0,55.77,1171.17
138154,4,479.2,0,95.84,2012.64
138533,3,379,0,56.85,1193.85
138778,3,492.7,0,73.91,1552.01
139161,4,583.7,0,116.74,2451.54
139240,2,606.4,121.28,54.58,1146.1
139308,2,798.4,159.68,71.86,1508.98
139467,2,718.4,71.84,68.25,1433.21
140091,4,319.2,0,63.84,1340.64
140133,2,379,0,37.9,795.9
140389,1,583.7,0,29.19,612.89
140767,3,359.2,53.88,51.19,1074.91
140947,4,686.4,274.56,123.55,2594.59
141388,4,399.2,239.52,67.86,1425.14
141724,4,583.7,0,116.74,2451.54
142973,1,583.7,29.19,27.73,582.24
143939,1,193.7,0,9.69,203.39
144102,3,583.7,0,87.56,1838.66
144951,3,558.4,167.52,75.38,1583.06
145147,1,249,24.9,11.21,235.31
145291,3,778.7,350.42,99.28,2084.96
145987,4,379,75.8,72.01,1512.21
146227,3,279.2,41.88,39.79,835.51
146873,3,499,74.85,71.11,1493.26
147909,3,399,179.55,50.87,1068.32
148010,3,449,67.35,63.98,1343.63
148182,2,398.4,0,39.84,836.64
148269,3,238.4,71.52,32.18,675.86
148641,4,349,139.6,62.82,1319.22
148790,3,199.2,0,29.88,627.48
149055,2,239.2,0,23.92,502.32
149274,3,399,179.55,50.87,1068.32
100266,3,449,202.05,57.25,1202.2
100328,2,557.7,167.31,47.4,995.49
100799,1,499,0,24.95,523.95
101445,1,249,24.9,11.21,235.31
101754,4,499,299.4,84.83,1781.43
101996,4,499,299.4,84.83,1781.43
102359,4,686.4,0,137.28,2882.88
102697,1,323.7,48.55,13.76,288.91
102740,4,149,59.6,26.82,563.22
102967,3,778.7,350.42,99.28,2084.96
102998,2,599,0,59.9,1257.9
103102,1,478.4,71.76,20.33,426.97
104382,4,379,0,75.8,1591.8
105399,2,303.2,60.64,27.29,573.05
105494,1,379,18.95,18,378.05
105517,1,399,0,19.95,418.95
106088,3,518.7,0,77.81,1633.91
106210,4,478.4,0,95.68,2009.28
106351,2,686.4,68.64,65.21,1369.37
106717,3,399,119.7,53.87,1131.17
106777,2,557.7,0,55.77,1171.17
106901,1,349,0,17.45,366.45
107012,2,449,0,44.9,942.9
108410,4,449,89.8,85.31,1791.51
108668,3,583.7,0,87.56,1838.66
108992,3,238.4,0,35.76,750.96
109023,4,638.4,0,127.68,2681.28
109098,2,778.7,77.87,73.98,1553.51
110044,3,199.2,29.88,28.39,596.11
110140,2,398.4,119.52,33.86,711.14
110433,4,193.7,77.48,34.87,732.19
111306,4,379,227.4,64.43,1353.03
111732,1,319.2,0,15.96,335.16
111979,3,399.2,59.88,56.89,1194.61
112025,1,429,21.45,20.38,427.93
112060,2,399.2,0,39.92,838.32
112118,2,149,0,14.9,312.9
112229,4,558.4,335.04,94.93,1993.49
112396,3,319.2,143.64,40.7,854.66
112783,3,599,179.7,80.87,1698.17
113026,4,199.2,79.68,35.86,752.98
113336,1,478.4,47.84,21.53,452.09
113776,1,239.2,11.96,11.36,238.6
113942,1,323.7,32.37,14.57,305.9
114019,4,492.7,98.54,93.61,1965.87
114133,4,379,151.6,68.22,1432.62
114430,2,299,89.7,25.42,533.72
114554,1,149,7.45,7.08,148.63
114568,2,718.4,143.68,64.66,1357.78
114734,3,279.2,125.64,35.6,747.56
115367,4,119.2,47.68,21.46,450.58
116197,1,557.7,0,27.89,585.59
116568,2,249,24.9,23.66,496.76
116626,1,479.2,0,23.96,503.16
116953,1,399,0,19.95,418.95
117573,2,479.2,143.76,40.73,855.37
117687,4,429,85.8,81.51,1711.71
117718,2,686.4,68.64,65.21,1369.37
117737,2,557.7,55.77,52.98,1112.61
118046,1,449,0,22.45,471.45
118766,4,958.4,0,191.68,4025.28
118853,3,388.7,0,58.3,1224.4
119952,1,453.7,0,22.69,476.39
120229,3,518.7,233.42,66.13,1388.81
121177,1,343.2,51.48,14.59,306.31
122704,4,379,151.6,68.22,1432.62
122953,2,429,0,42.9,900.9
123920,4,238.4,143.04,40.53,851.09
123955,3,398.4,0,59.76,1254.96
124839,3,478.4,143.52,64.58,1356.26
125266,4,606.4,0,121.28,2546.88
125324,1,958.4,143.76,40.73,855.37
125418,2,638.4,127.68,57.46,1206.58
125557,2,299,0,29.9,627.9
125866,1,449,0,22.45,471.45
126074,3,398.4,119.52,53.78,1129.46
126418,4,558.4,0,111.68,2345.28
126539,2,638.4,191.52,54.26,1139.54
127285,1,798.4,39.92,37.92,796.4
128227,3,249,37.35,35.48,745.13
128476,3,238.4,107.28,30.4,638.32
128942,2,778.7,77.87,73.98,1553.51
129350,4,343.2,68.64,65.21,1369.37
129701,2,453.7,0,45.37,952.77
129741,1,238.4,35.76,10.13,212.77
129820,4,557.7,334.62,94.81,1990.99
129931,3,193.7,87.16,24.7,518.64
130385,2,778.7,155.74,70.08,1471.74
130837,2,249,49.8,22.41,470.61
131455,3,149,67.05,19,398.95
131531,1,119.2,17.88,5.07,106.39
131838,1,518.7,0,25.94,544.64
132561,4,398.4,0,79.68,1673.28
132738,1,379,0,18.95,397.95
133118,4,299,179.4,50.83,1067.43
133306,4,429,0,85.8,1801.8
133307,1,958.4,143.76,40.73,855.37
133472,3,303.2,45.48,43.21,907.33
133487,1,599,89.85,25.46,534.61
133540,2,557.7,167.31,47.4,995.49
133625,2,558.4,0,55.84,1172.64
134016,3,778.7,116.81,110.96,2330.25
134799,1,718.4,71.84,32.33,678.89
134801,2,388.7,38.87,36.93,775.46
134854,3,718.4,215.52,96.98,2036.66
135608,1,388.7,0,19.44,408.14
135899,3,323.7,145.66,41.27,866.71
136204,1,323.7,0,16.18,339.88
137095,1,303.2,0,15.16,318.36
137251,2,388.7,0,38.87,816.27
137312,1,958.4,143.76,40.73,855.37
137437,4,119.2,0,23.84,500.64
137491,2,429,0,42.9,900.9
137495,1,429,21.45,20.38,427.93
138112,3,958.4,0,143.76,3018.96
138224,3,379,0,56.85,1193.85
138347,4,279.2,111.68,50.26,1055.38
138387,1,958.4,143.76,40.73,855.37
138798,1,379,37.9,17.06,358.16
138954,2,606.4,0,60.64,1273.44
139540,3,303.2,90.96,40.93,859.57
139739,2,478.4,143.52,40.66,853.94
139802,2,648.7,64.87,61.63,1294.16
139900,4,638.4,0,127.68,2681.28
140089,3,606.4,272.88,77.32,1623.64
140107,2,359.2,0,35.92,754.32
140146,1,686.4,34.32,32.6,684.68
140511,3,119.2,17.88,16.99,356.71
141047,4,323.7,0,64.74,1359.54
141294,1,557.7,27.89,26.49,556.3
141908,1,479.2,71.88,20.37,427.69
142017,3,599,89.85,85.36,1792.51
142098,2,429,0,42.9,900.9
142332,3,343.2,51.48,48.91,1027.03
142476,4,193.7,0,38.74,813.54
142722,2,149,29.8,13.41,281.61
142730,2,388.7,0,38.87,816.27
143241,2,238.4,0,23.84,500.64
143521,3,398.4,179.28,50.8,1066.72
144044,4,558.4,223.36,100.51,2110.75
144332,3,193.7,0,29.05,610.15
144590,4,479.2,0,95.84,2012.64
145275,1,239.2,23.92,10.76,226.04
145373,4,299,179.4,50.83,1067.43
145679,1,399.2,0,19.96,419.16
145803,3,299,134.55,38.12,800.57
146404,1,323.7,0,16.18,339.88
146549,1,449,22.45,21.33,447.88
146701,4,279.2,0,55.84,1172.64
147340,4,638.4,383.04,108.53,2279.09
147593,4,239.2,143.52,40.66,853.94
147870,1,399.2,0,19.96,419.16
147980,1,193.7,19.37,8.72,183.05
148214,2,349,0,34.9,732.9
148377,1,638.4,0,31.92,670.32
148418,3,319.2,0,47.88,1005.48
148542,1,718.4,0,35.92,754.32
148572,3,379,170.55,48.32,1014.77
149276,2,479.2,0,47.92,1006.32
149855,4,558.4,0,111.68,2345.28
149905,2,958.4,0,95.84,2012.64
100169,1,303.2,0,15.16,318.36
100790,4,193.7,0,38.74,813.54
101154,1,429,64.35,18.23,382.88
101167,2,583.7,0,58.37,1225.77
101610,1,359.2,17.96,17.06,358.3
103273,4,958.4,191.68,182.1,3824.02
103640,3,478.4,0,71.76,1506.96
103880,4,479.2,287.52,81.46,1710.74
103908,4,149,0,29.8,625.8
103987,2,638.4,191.52,54.26,1139.54
104542,3,238.4,0,35.76,750.96
105033,2,379,113.7,32.21,676.51
105486,4,299,0,59.8,1255.8
105758,4,429,171.6,77.22,1621.62
106172,2,149,0,14.9,312.9
106919,2,518.7,51.87,49.28,1034.81
106924,4,557.7,334.62,94.81,1990.99
106979,1,478.4,23.92,22.72,477.2
107053,1,343.2,17.16,16.3,342.34
107376,2,149,44.7,12.67,265.97
107875,4,319.2,63.84,60.65,1273.61
107993,2,399.2,0,39.92,838.32
108316,3,557.7,250.97,71.11,1493.24
108385,4,648.7,259.48,116.77,2452.09
108621,3,359.2,53.88,51.19,1074.91
109623,1,388.7,19.44,18.46,387.72
109945,3,557.7,83.66,79.47,1668.91
110329,2,399,0,39.9,837.9
111073,1,279.2,0,13.96,293.16
111145,3,359.2,53.88,51.19,1074.91
111825,1,479.2,47.92,21.56,452.84
112787,3,398.4,179.28,50.8,1066.72
113594,1,359.2,53.88,15.27,320.59
114009,3,279.2,0,41.88,879.48
114093,1,558.4,0,27.92,586.32
114256,4,479.2,191.68,86.26,1811.38
114783,4,648.7,0,129.74,2724.54
115685,2,199.2,0,19.92,418.32
116162,1,429,42.9,19.31,405.41
116180,4,686.4,137.28,130.42,2738.74
116356,2,239.2,0,23.92,502.32
116426,2,239.2,47.84,21.53,452.09
116557,4,343.2,68.64,65.21,1369.37
117143,1,479.2,71.88,20.37,427.69
117216,1,279.2,13.96,13.26,278.5
117289,2,479.2,95.84,43.13,905.69
117452,1,399.2,0,19.96,419.16
117465,3,449,67.35,63.98,1343.63
118168,4,449,179.6,80.82,1697.22
118232,3,239.2,107.64,30.5,640.46
118560,4,319.2,191.52,54.26,1139.54
119308,3,499,74.85,71.11,1493.26
119521,3,319.2,95.76,43.09,904.93
119547,1,399,0,19.95,418.95
119712,2,238.4,71.52,20.26,425.54
119802,4,499,0,99.8,2095.8
120195,3,193.7,0,29.05,610.15
120471,3,429,193.05,54.7,1148.65
121891,3,453.7,68.05,64.65,1357.7
122070,2,648.7,0,64.87,1362.27
122117,2,149,14.9,14.16,297.26
122488,1,359.2,53.88,15.27,320.59
122599,2,518.7,51.87,49.28,1034.81
123064,3,557.7,0,83.66,1756.76
123395,2,279.2,0,27.92,586.32
123528,3,798.4,119.76,113.77,2389.21
125034,3,238.4,107.28,30.4,638.32
125081,3,686.4,0,102.96,2162.16
126076,1,149,14.9,6.71,140.81
126762,4,583.7,0,116.74,2451.54
127337,2,558.4,55.84,53.05,1114.01
129282,3,199.2,0,29.88,627.48
130055,2,958.4,95.84,91.05,1912.01
130532,2,429,85.8,38.61,810.81
130637,2,958.4,0,95.84,2012.64
131803,1,343.2,0,17.16,360.36
131810,4,398.4,159.36,71.71,1505.95
132178,4,558.4,0,111.68,2345.28
132232,1,648.7,0,32.44,681.14
132391,4,479.2,287.52,81.46,1710.74
132568,3,638.4,0,95.76,2010.96
132735,3,149,0,22.35,469.35
132809,3,399.2,119.76,53.89,1131.73
132854,4,778.7,0,155.74,3270.54
133039,1,239.2,0,11.96,251.16
133919,1,558.4,0,27.92,586.32
133980,1,299,44.85,12.71,266.86
134085,1,478.4,71.76,20.33,426.97
134217,3,478.4,143.52,64.58,1356.26
135338,3,958.4,143.76,136.57,2868.01
135386,2,388.7,116.61,33.04,693.83
135453,1,399.2,0,19.96,419.16
135628,4,449,179.6,80.82,1697.22
135843,2,193.7,0,19.37,406.77
135922,4,349,0,69.8,1465.8
136003,1,499,0,24.95,523.95
137085,3,399,0,59.85,1256.85
137093,4,449,0,89.8,1885.8
137695,4,606.4,242.56,109.15,2292.19
137882,4,479.2,95.84,91.05,1912.01
138446,4,479.2,287.52,81.46,1710.74
138599,1,149,7.45,7.08,148.63
138809,4,249,0,49.8,1045.8
139763,1,558.4,55.84,25.13,527.69
140201,2,399.2,0,39.92,838.32
140515,3,686.4,102.96,97.81,2054.05
140652,3,449,0,67.35,1414.35
140800,2,279.2,83.76,23.73,498.37
141065,2,388.7,0,38.87,816.27
141396,1,479.2,71.88,20.37,427.69
141438,3,558.4,0,83.76,1758.96
141518,2,319.2,31.92,30.32,636.8
142252,3,399.2,179.64,50.9,1068.86
142338,3,958.4,0,143.76,3018.96
143163,4,958.4,575.04,162.93,3421.49
144417,4,299,119.6,53.82,1130.22
144490,1,319.2,47.88,13.57,284.89
144767,1,399.2,39.92,17.96,377.24
145033,3,193.7,87.16,24.7,518.64
145741,2,492.7,0,49.27,1034.67
146382,1,718.4,107.76,30.53,641.17
146458,3,449,202.05,57.25,1202.2
146514,2,718.4,71.84,68.25,1433.21
146827,1,429,42.9,19.31,405.41
147689,2,119.2,11.92,11.32,237.8
148142,3,518.7,0,77.81,1633.91
148437,2,279.2,55.84,25.13,527.69
148570,4,429,0,85.8,1801.8
148848,4,583.7,116.74,110.9,2328.96
149132,3,149,44.7,20.12,422.42
149187,1,429,21.45,20.38,427.93
149241,3,343.2,154.44,43.76,918.92
100071,2,686.4,0,68.64,1441.44
100662,1,583.7,87.56,24.81,520.95
101432,3,557.7,83.66,79.47,1668.91
101456,4,343.2,68.64,65.21,1369.37
101471,2,499,0,49.9,1047.9
101744,3,429,0,64.35,1351.35
102225,2,199.2,19.92,18.92,397.4
102675,3,798.4,239.52,107.78,2263.46
103036,1,279.2,13.96,13.26,278.5
103653,4,583.7,0,116.74,2451.54
103837,1,399,59.85,16.96,356.11
104084,4,478.4,95.68,90.9,1908.82
104465,4,193.7,116.22,32.93,691.51
104925,1,558.4,27.92,26.52,557
105233,2,193.7,38.74,17.43,366.09
105461,1,648.7,0,32.44,681.14
106361,4,638.4,383.04,108.53,2279.09
107328,4,249,0,49.8,1045.8
107363,2,558.4,55.84,53.05,1114.01
107411,3,718.4,323.28,91.6,1923.52
108431,2,518.7,51.87,49.28,1034.81
108506,4,599,0,119.8,2515.8
108547,4,149,59.6,26.82,563.22
108838,4,388.7,233.22,66.08,1387.66
108987,2,379,75.8,34.11,716.31
109707,4,239.2,0,47.84,1004.64
109924,2,319.2,31.92,30.32,636.8
110354,3,478.4,0,71.76,1506.96
110463,2,718.4,0,71.84,1508.64
110818,3,199.2,29.88,28.39,596.11
111123,2,606.4,181.92,51.54,1082.42
111348,4,557.7,111.54,105.96,2225.22
111484,2,478.4,143.52,40.66,853.94
111714,1,478.4,71.76,20.33,426.97
111929,4,239.2,0,47.84,1004.64
112069,2,359.2,0,35.92,754.32
112329,2,319.2,95.76,27.13,569.77
112430,1,638.4,31.92,30.32,636.8
112631,2,449,0,44.9,942.9
112869,1,429,21.45,20.38,427.93
112884,1,239.2,11.96,11.36,238.6
112917,4,239.2,143.52,40.66,853.94
113137,4,303.2,0,60.64,1273.44
113160,1,119.2,0,5.96,125.16
113506,3,686.4,308.88,87.52,1837.84
113582,4,238.4,0,47.68,1001.28
113700,3,399.2,59.88,56.89,1194.61
114262,4,429,257.4,72.93,1531.53
114330,3,379,0,56.85,1193.85
114487,3,239.2,0,35.88,753.48
114872,2,149,0,14.9,312.9
114906,2,398.4,0,39.84,836.64
115402,4,379,0,75.8,1591.8
115419,4,558.4,223.36,100.51,2110.75
115534,3,638.4,191.52,86.18,1809.86
115967,4,199.2,39.84,37.85,794.81
116089,1,299,14.95,14.2,298.25
116659,2,119.2,0,11.92,250.32
117411,3,239.2,0,35.88,753.48
117729,3,958.4,0,143.76,3018.96
117741,3,492.7,73.91,70.21,1474.4
117907,1,193.7,0,9.69,203.39
118041,2,778.7,0,77.87,1635.27
119414,4,583.7,0,116.74,2451.54
119463,2,429,85.8,38.61,810.81
119508,2,359.2,0,35.92,754.32
120057,2,638.4,0,63.84,1340.64
120999,1,648.7,64.87,29.19,613.02
121063,4,359.2,0,71.84,1508.64
121457,3,349,52.35,49.73,1044.38
121687,1,239.2,23.92,10.76,226.04
123086,4,388.7,77.74,73.85,1550.91
123245,2,388.7,77.74,34.98,734.64
123984,3,479.2,0,71.88,1509.48
124113,3,349,52.35,49.73,1044.38
124639,4,492.7,0,98.54,2069.34
124955,2,798.4,0,79.84,1676.64
125437,1,518.7,25.94,24.64,517.4
125452,1,648.7,64.87,29.19,613.02
125505,4,479.2,95.84,91.05,1912.01
125659,2,478.4,0,47.84,1004.64
125830,3,638.4,0,95.76,2010.96
126123,4,399.2,79.84,75.85,1592.81
126216,3,398.4,59.76,56.77,1192.21
126260,4,388.7,155.48,69.97,1469.29
126331,3,398.4,119.52,53.78,1129.46
126516,1,718.4,0,35.92,754.32
126603,2,718.4,143.68,64.66,1357.78
126697,1,429,0,21.45,450.45
127350,3,478.4,215.28,61,1280.92
127482,2,492.7,0,49.27,1034.67
127600,4,479.2,191.68,86.26,1811.38
127602,3,479.2,0,71.88,1509.48
128062,4,599,0,119.8,2515.8
128109,4,606.4,0,121.28,2546.88
128197,3,388.7,58.3,55.39,1163.19
129158,2,399.2,0,39.92,838.32
129254,3,199.2,29.88,28.39,596.11
129928,4,343.2,205.92,58.34,1225.22
130609,4,193.7,77.48,34.87,732.19
130733,3,606.4,0,90.96,1910.16
130853,3,238.4,35.76,33.97,713.41
131008,1,798.4,0,39.92,838.32
131681,3,798.4,0,119.76,2514.96
132632,4,638.4,383.04,108.53,2279.09
132660,1,319.2,0,15.96,335.16
132829,2,648.7,64.87,61.63,1294.16
133157,4,199.2,119.52,33.86,711.14
134583,3,239.2,0,35.88,753.48
134701,4,238.4,0,47.68,1001.28
135094,3,778.7,0,116.81,2452.91
135193,3,193.7,58.11,26.15,549.14
135244,1,686.4,0,34.32,720.72
135282,1,798.4,0,39.92,838.32
135498,1,557.7,55.77,25.1,527.03
135586,3,399,0,59.85,1256.85
135640,1,778.7,0,38.94,817.64
135656,3,583.7,87.56,83.18,1746.72
136057,3,479.2,0,71.88,1509.48
136878,1,279.2,13.96,13.26,278.5
137151,4,778.7,467.22,132.38,2779.96
137265,3,479.2,0,71.88,1509.48
137681,3,249,0,37.35,784.35
138417,4,718.4,431.04,122.13,2564.69
138923,3,299,89.7,40.37,847.67
139280,2,359.2,35.92,34.12,716.6
139463,4,239.2,0,47.84,1004.64
139935,2,558.4,0,55.84,1172.64
140196,4,492.7,0,98.54,2069.34
140198,3,518.7,77.81,73.91,1552.2
140407,1,149,14.9,6.71,140.81
140667,1,349,0,17.45,366.45
140722,1,518.7,77.81,22.04,462.93
141301,2,686.4,0,68.64,1441.44
142022,2,606.4,121.28,54.58,1146.1
142081,3,599,0,89.85,1886.85
