customer_id,order_id,store_id,city
CUST02867,100659,ST043,Hyderabad
CUST02041,101188,ST035,Gurugram
CUST10996,101293,ST003,Pune
CUST16156,101992,ST023,Bengaluru
CUST10705,102335,ST048,Mumbai
CUST20071,102448,ST014,Pune
CUST12249,102876,ST011,Delhi
CUST05829,104036,ST008,Bengaluru
CUST17706,104708,ST044,Noida
CUST20103,104889,ST042,Noida
CUST09934,105966,ST015,Ghaziabad
CUST01441,107611,ST010,Mumbai
CUST03886,107633,ST033,Gurugram
CUST18751,108147,ST029,Noida
CUST03517,108364,ST034,Jaipur
CUST17022,108561,ST047,Mumbai
CUST15864,109146,ST004,Hyderabad
CUST20222,109150,ST048,Mumbai
CUST09063,109454,ST014,Jaipur
CUST03057,110008,ST001,Mumbai
CUST11861,110395,ST033,Chennai
CUST10684,110700,ST031,Hyderabad
CUST11608,110783,ST029,Chennai
CUST13753,111938,ST021,Gurugram
CUST17442,112067,ST039,Ghaziabad
CUST16966,112561,ST012,Noida
CUST03470,112731,ST015,Pune
CUST10453,112838,ST031,Mumbai
CUST02296,113445,ST014,Pune
CUST05375,113939,ST035,Bengaluru
CUST18146,115029,ST049,Delhi
CUST01375,116027,ST050,Mumbai
CUST14704,116226,ST044,Gurugram
CUST23148,116561,ST009,Noida
CUST16196,116799,ST030,Pune
CUST04265,116936,ST012,Hyderabad
CUST21014,118233,ST016,Noida
CUST12492,118837,ST021,Ghaziabad
CUST21469,119054,ST003,Chennai
CUST14012,119261,ST020,Noida
CUST24000,119633,ST032,Jaipur
CUST23446,120307,ST001,Gurugram
CUST09537,120781,ST021,Chennai
CUST14443,120937,ST041,Delhi
CUST13850,121880,ST023,Delhi
CUST17165,122429,ST020,Gurugram
CUST01590,122824,ST008,Hyderabad
CUST08417,122898,ST005,Gurugram
CUST07460,123254,ST025,Mumbai
CUST21012,123989,ST005,Bengaluru
CUST14921,124077,ST046,Delhi
CUST19710,124569,ST006,Mumbai
CUST09057,125315,ST018,Pune
CUST05944,125824,ST003,Bengaluru
CUST24356,126217,ST046,Chennai
CUST13150,126835,ST022,Ghaziabad
CUST12380,127180,ST037,Noida
CUST22123,127484,ST005,Mumbai
CUST06843,128005,ST038,Delhi
CUST23873,128252,ST020,Chennai
CUST04765,128362,ST010,Bengaluru
CUST10157,128885,ST025,Delhi
CUST21938,129063,ST019,Pune
CUST05380,129372,ST008,Bengaluru
CUST17883,130033,ST019,Jaipur
CUST18691,130411,ST011,Jaipur
CUST11734,131258,ST044,Noida
CUST12648,131631,ST004,Ghaziabad
CUST16792,131742,ST034,Pune
CUST07792,132026,ST011,Bengaluru
CUST17593,132248,ST039,Gurugram
CUST02072,133124,ST039,Gurugram
CUST10005,133402,ST019,Ghaziabad
CUST17119,134452,ST033,Delhi
CUST03718,134666,ST044,Hyderabad
CUST08109,134676,ST038,Noida
CUST04219,134947,ST039,Pune
CUST22113,135568,ST045,Bengaluru
CUST08771,135626,ST012,Bengaluru
CUST23548,136141,ST046,Ghaziabad
CUST20985,137011,ST011,Jaipur
CUST14991,137290,ST043,Pune
CUST21317,137310,ST022,Noida
CUST23190,137377,ST008,Bengaluru
CUST03297,137499,ST046,Jaipur
CUST04324,137864,ST041,Hyderabad
CUST09088,138132,ST037,Ghaziabad
CUST23829,138154,ST042,Gurugram
CUST02731,138533,ST025,Chennai
CUST21370,138778,ST026,Pune
CUST15401,139161,ST033,Bengaluru
CUST13929,139240,ST005,Ghaziabad
CUST15693,139308,ST006,Ghaziabad
CUST08928,139467,ST020,Gurugram
CUST24026,140091,ST004,Pune
CUST05143,140133,ST001,Ghaziabad
CUST21576,140389,ST048,Delhi
CUST02675,140767,ST002,Hyderabad
CUST18164,140947,ST037,Chennai
CUST08516,141388,ST006,Delhi
CUST15748,141724,ST013,Delhi
CUST17226,142973,ST008,Hyderabad
CUST03700,143939,ST006,Ghaziabad
CUST24226,144102,ST007,Gurugram
CUST09106,144951,ST046,Bengaluru
CUST15497,145147,ST023,Ghaziabad
CUST04681,145291,ST002,Ghaziabad
CUST02987,145987,ST045,Noida
CUST08999,146227,ST005,Jaipur
CUST22146,146873,ST031,Bengaluru
CUST16204,147909,ST045,Ghaziabad
CUST05619,148010,ST046,Jaipur
CUST11697,148182,ST024,Delhi
CUST18459,148269,ST043,Mumbai
CUST02381,148641,ST034,Gurugram
CUST17001,148790,ST011,Bengaluru
CUST12360,149055,ST037,Hyderabad
CUST15687,149274,ST004,Jaipur
CUST10439,100266,ST021,Pune
CUST09113,100328,ST015,Jaipur
CUST21489,100799,ST008,Jaipur
CUST05506,101445,ST015,Ghaziabad
CUST07811,101754,ST030,Ghaziabad
CUST08156,101996,ST001,Hyderabad
CUST10101,102359,ST041,Mumbai
CUST18187,102697,ST019,Delhi
CUST08963,102740,ST041,Noida
CUST24246,102967,ST032,Hyderabad
CUST08140,102998,ST008,Bengaluru
CUST15322,103102,ST025,Ghaziabad
CUST19453,104382,ST011,Pune
CUST22666,105399,ST043,Ghaziabad
CUST15335,105494,ST023,Gurugram
CUST24179,105517,ST009,Hyderabad
CUST12113,106088,ST011,Delhi
CUST07009,106210,ST002,Pune
CUST20568,106351,ST015,Hyderabad
CUST06693,106717,ST003,Pune
CUST07248,106777,ST019,Delhi
CUST13243,106901,ST010,Ghaziabad
CUST19357,107012,ST017,Jaipur
CUST13577,108410,ST029,Bengaluru
CUST06970,108668,ST031,Noida
CUST23993,108992,ST029,Pune
CUST23742,109023,ST040,Mumbai
CUST08298,109098,ST034,Jaipur
CUST16706,110044,ST049,Pune
CUST07257,110140,ST048,Bengaluru
CUST16922,110433,ST044,Chennai
CUST11229,111306,ST013,Hyderabad
CUST19801,111732,ST045,Mumbai
CUST19821,111979,ST013,Chennai
CUST18743,112025,ST042,Jaipur
CUST21168,112060,ST003,Pune
CUST01659,112118,ST011,Noida
CUST05720,112229,ST014,Ghaziabad
CUST10880,112396,ST033,Chennai
CUST21209,112783,ST041,Pune
CUST02166,113026,ST015,Mumbai
CUST16288,113336,ST034,Chennai
CUST06235,113776,ST042,Chennai
CUST21113,113942,ST037,Hyderabad
CUST24202,114019,ST001,Gurugram
CUST23417,114133,ST003,Jaipur
CUST22838,114430,ST017,Gurugram
CUST21218,114554,ST006,Mumbai
CUST20371,114568,ST002,Noida
CUST22831,114734,ST019,Ghaziabad
CUST18522,115367,ST043,Pune
CUST21378,116197,ST044,Bengaluru
CUST13963,116568,ST050,Gurugram
CUST02150,116626,ST034,Chennai
CUST24951,116953,ST001,Delhi
CUST15625,117573,ST005,Jaipur
CUST02370,117687,ST043,Pune
CUST02316,117718,ST005,Pune
CUST02463,117737,ST011,Mumbai
CUST23039,118046,ST009,Delhi
CUST16774,118766,ST016,Hyderabad
CUST12780,118853,ST005,Gurugram
CUST23114,119952,ST002,Chennai
CUST17752,120229,ST045,Ghaziabad
CUST21973,121177,ST046,Noida
CUST10312,122704,ST047,Jaipur
CUST24612,122953,ST009,Jaipur
CUST08348,123920,ST030,Jaipur
CUST04005,123955,ST016,Ghaziabad
CUST22770,124839,ST005,Jaipur
CUST14767,125266,ST038,Bengaluru
CUST04636,125324,ST014,Delhi
CUST17906,125418,ST048,Mumbai
CUST02922,125557,ST024,Gurugram
CUST13944,125866,ST011,Mumbai
CUST24809,126074,ST023,Chennai
CUST04745,126418,ST048,Noida
CUST02434,126539,ST037,Delhi
CUST09368,127285,ST023,Chennai
CUST16645,128227,ST020,Noida
CUST17681,128476,ST003,Chennai
CUST13112,128942,ST032,Noida
CUST23215,129350,ST013,Delhi
CUST04273,129701,ST015,Pune
CUST22738,129741,ST016,Gurugram
CUST05775,129820,ST043,Delhi
CUST13928,129931,ST036,Chennai
CUST14330,130385,ST050,Delhi
CUST06771,130837,ST017,Gurugram
CUST03894,131455,ST050,Bengaluru
CUST11905,131531,ST025,Delhi
CUST01524,131838,ST020,Bengaluru
CUST12444,132561,ST029,Mumbai
CUST07105,132738,ST017,Bengaluru
CUST05740,133118,ST034,Noida
CUST11836,133306,ST043,Noida
CUST24701,133307,ST029,Pune
CUST23249,133472,ST045,Hyderabad
CUST23489,133487,ST030,Noida
CUST06387,133540,ST002,Chennai
CUST21146,133625,ST043,Jaipur
CUST18974,134016,ST042,Chennai
CUST01425,134799,ST034,Ghaziabad
CUST23880,134801,ST030,Ghaziabad
CUST23613,134854,ST024,Chennai
CUST20121,135608,ST006,Jaipur
CUST11083,135899,ST026,Chennai
CUST16241,136204,ST041,Pune
CUST07835,137095,ST029,Mumbai
CUST02678,137251,ST010,Delhi
CUST11724,137312,ST010,Chennai
CUST15901,137437,ST023,Jaipur
CUST23027,137491,ST023,Hyderabad
CUST14413,137495,ST018,Mumbai
CUST08604,138112,ST047,Hyderabad
CUST05133,138224,ST009,Noida
CUST06659,138347,ST048,Delhi
CUST23152,138387,ST042,Ghaziabad
CUST03438,138798,ST025,Jaipur
CUST22080,138954,ST033,Noida
CUST05186,139540,ST019,Bengaluru
CUST04863,139739,ST044,Gurugram
CUST07179,139802,ST036,Gurugram
CUST01020,139900,ST011,Ghaziabad
CUST03849,140089,ST006,Mumbai
CUST14635,140107,ST033,Hyderabad
CUST21745,140146,ST018,Mumbai
CUST05001,140511,ST025,Gurugram
CUST01006,141047,ST041,Mumbai
CUST08548,141294,ST011,Jaipur
CUST19598,141908,ST024,Noida
CUST10882,142017,ST003,Chennai
CUST17693,142098,ST016,Gurugram
CUST16063,142332,ST009,Bengaluru
CUST23339,142476,ST044,Noida
CUST01290,142722,ST036,Chennai
CUST13904,142730,ST034,Mumbai
CUST08889,143241,ST044,Delhi
CUST21171,143521,ST048,Chennai
CUST04198,144044,ST001,Hyderabad
CUST07847,144332,ST018,Gurugram
CUST07252,144590,ST009,Gurugram
CUST03236,145275,ST038,Chennai
CUST15576,145373,ST004,Ghaziabad
CUST18753,145679,ST034,Mumbai
CUST06937,145803,ST024,Hyderabad
CUST02891,146404,ST045,Noida
CUST21105,146549,ST008,Gurugram
CUST18740,146701,ST004,Ghaziabad
CUST21862,147340,ST032,Ghaziabad
CUST13035,147593,ST011,Chennai
CUST15939,147870,ST049,Bengaluru
CUST04990,147980,ST020,Hyderabad
CUST12377,148214,ST023,Noida
CUST13199,148377,ST046,Delhi
CUST16870,148418,ST010,Gurugram
CUST20415,148542,ST009,Gurugram
CUST18626,148572,ST043,Pune
CUST07934,149276,ST050,Delhi
CUST07832,149855,ST006,Bengaluru
CUST11680,149905,ST009,Chennai
CUST05901,100169,ST019,Ghaziabad
CUST22865,100790,ST021,Gurugram
CUST18538,101154,ST042,Mumbai
CUST15489,101167,ST048,Mumbai
CUST16406,101610,ST024,Delhi
CUST19738,103273,ST043,Mumbai
CUST05075,103640,ST019,Bengaluru
CUST20277,103880,ST040,Gurugram
CUST02086,103908,ST005,Noida
CUST17070,103987,ST045,Gurugram
CUST18744,104542,ST006,Jaipur
CUST18279,105033,ST050,Delhi
CUST09176,105486,ST038,Mumbai
CUST23179,105758,ST016,Gurugram
CUST19063,106172,ST006,Bengaluru
CUST01673,106919,ST025,Delhi
CUST24776,106924,ST044,Hyderabad
CUST15697,106979,ST006,Hyderabad
CUST22594,107053,ST049,Ghaziabad
CUST12389,107376,ST030,Jaipur
CUST05323,107875,ST010,Noida
CUST03509,107993,ST001,Bengaluru
CUST07691,108316,ST029,Gurugram
CUST20775,108385,ST001,Gurugram
CUST19788,108621,ST010,Hyderabad
CUST14603,109623,ST047,Ghaziabad
CUST02088,109945,ST026,Ghaziabad
CUST06136,110329,ST015,Noida
CUST01539,111073,ST022,Jaipur
CUST19468,111145,ST050,Pune
CUST12073,111825,ST040,Hyderabad
CUST04721,112787,ST049,Bengaluru
CUST10877,113594,ST038,Chennai
CUST16728,114009,ST037,Chennai
CUST01699,114093,ST014,Jaipur
CUST18740,114256,ST040,Pune
CUST20960,114783,ST038,Mumbai
CUST18819,115685,ST005,Chennai
CUST14438,116162,ST018,Noida
CUST13900,116180,ST001,Delhi
CUST09736,116356,ST016,Mumbai
CUST14767,116426,ST044,Ghaziabad
CUST01002,116557,ST007,Jaipur
CUST01852,117143,ST026,Delhi
CUST23967,117216,ST015,Chennai
CUST02102,117289,ST039,Gurugram
CUST12570,117452,ST048,Noida
CUST19727,117465,ST037,Bengaluru
CUST09449,118168,ST005,Hyderabad
CUST01103,118232,ST050,Delhi
CUST17407,118560,ST048,Pune
CUST05879,119308,ST030,Mumbai
CUST03058,119521,ST038,Ghaziabad
CUST22241,119547,ST012,Noida
CUST03267,119712,ST011,Noida
CUST07527,119802,ST001,Mumbai
CUST12207,120195,ST019,Delhi
CUST14234,120471,ST032,Ghaziabad
CUST14980,121891,ST027,Jaipur
CUST11707,122070,ST033,Jaipur
CUST20975,122117,ST050,Noida
CUST22502,122488,ST011,Noida
CUST21234,122599,ST043,Delhi
CUST04143,123064,ST042,Pune
CUST22294,123395,ST009,Gurugram
CUST18352,123528,ST048,Jaipur
CUST02406,125034,ST003,Hyderabad
CUST15093,125081,ST011,Delhi
CUST10198,126076,ST047,Mumbai
CUST05406,126762,ST020,Bengaluru
CUST03300,127337,ST002,Bengaluru
CUST10735,129282,ST010,Chennai
CUST04523,130055,ST046,Delhi
CUST02786,130532,ST020,Delhi
CUST07356,130637,ST049,Chennai
CUST06348,131803,ST001,Noida
CUST12851,131810,ST037,Pune
CUST23018,132178,ST003,Chennai
CUST22530,132232,ST026,Noida
CUST14865,132391,ST033,Chennai
CUST09366,132568,ST049,Bengaluru
CUST02853,132735,ST019,Mumbai
CUST17153,132809,ST012,Noida
CUST05957,132854,ST029,Ghaziabad
CUST14476,133039,ST045,Pune
CUST19639,133919,ST019,Jaipur
CUST16402,133980,ST009,Jaipur
CUST12241,134085,ST012,Ghaziabad
CUST22615,134217,ST042,Mumbai
CUST21033,135338,ST015,Gurugram
CUST18533,135386,ST007,Pune
CUST23236,135453,ST040,Mumbai
CUST10491,135628,ST050,Ghaziabad
CUST20441,135843,ST035,Ghaziabad
CUST15911,135922,ST004,Gurugram
CUST06962,136003,ST015,Mumbai
CUST16726,137085,ST048,Pune
CUST19367,137093,ST039,Gurugram
CUST13369,137695,ST005,Bengaluru
CUST08092,137882,ST009,Hyderabad
CUST18933,138446,ST041,Noida
CUST05019,138599,ST008,Gurugram
CUST18717,138809,ST010,Gurugram
CUST23297,139763,ST001,Gurugram
CUST06116,140201,ST016,Jaipur
CUST24558,140515,ST024,Chennai
CUST22018,140652,ST032,Chennai
CUST17421,140800,ST036,Hyderabad
CUST07631,141065,ST020,Ghaziabad
CUST10046,141396,ST019,Hyderabad
CUST10934,141438,ST037,Ghaziabad
CUST15140,141518,ST028,Delhi
CUST11243,142252,ST045,Noida
CUST17245,142338,ST025,Mumbai
CUST01467,143163,ST015,Gurugram
CUST04411,144417,ST017,Delhi
CUST09650,144490,ST043,Bengaluru
CUST10715,144767,ST025,Noida
CUST18410,145033,ST003,Noida
CUST24651,145741,ST041,Jaipur
CUST15052,146382,ST033,Gurugram
CUST13690,146458,ST023,Mumbai
CUST08520,146514,ST028,Delhi
CUST06359,146827,ST013,Noida
CUST03369,147689,ST024,Ghaziabad
CUST19297,148142,ST012,Pune
CUST18085,148437,ST006,Jaipur
CUST21149,148570,ST037,Hyderabad
CUST08323,148848,ST045,Ghaziabad
CUST16298,149132,ST007,Chennai
CUST19664,149187,ST003,Gurugram
CUST14057,149241,ST018,Hyderabad
CUST17546,100071,ST006,Noida
CUST13913,100662,ST042,Chennai
CUST05511,101432,ST034,Pune
CUST17693,101456,ST009,Gurugram
CUST18704,101471,ST045,Noida
CUST23569,101744,ST024,Pune
CUST16738,102225,ST044,Hyderabad
CUST08915,102675,ST017,Delhi
CUST06418,103036,ST044,Mumbai
CUST19135,103653,ST031,Delhi
CUST17105,103837,ST031,Jaipur
CUST13462,104084,ST019,Hyderabad
CUST11830,104465,ST049,Noida
CUST06618,104925,ST005,Jaipur
CUST19985,105233,ST023,Jaipur
CUST05002,105461,ST022,Chennai
CUST23375,106361,ST039,Ghaziabad
CUST21217,107328,ST046,Mumbai
CUST22706,107363,ST028,Pune
CUST17451,107411,ST025,Pune
CUST09796,108431,ST050,Jaipur
CUST08257,108506,ST036,Gurugram
CUST12302,108547,ST004,Pune
CUST09043,108838,ST002,Chennai
CUST08201,108987,ST006,Mumbai
CUST18046,109707,ST043,Gurugram
CUST07598,109924,ST034,Ghaziabad
CUST22764,110354,ST028,Noida
CUST04456,110463,ST034,Jaipur
CUST19413,110818,ST004,Bengaluru
CUST02296,111123,ST046,Hyderabad
CUST17350,111348,ST036,Chennai
CUST10467,111484,ST043,Mumbai
CUST02869,111714,ST043,Ghaziabad
CUST18696,111929,ST005,Delhi
CUST02276,112069,ST036,Hyderabad
CUST03759,112329,ST049,Hyderabad
CUST10116,112430,ST042,Gurugram
CUST08664,112631,ST009,Bengaluru
CUST02585,112869,ST037,Noida
CUST12610,112884,ST015,Mumbai
CUST21334,112917,ST005,Mumbai
CUST07904,113137,ST029,Ghaziabad
CUST15882,113160,ST045,Mumbai
CUST14521,113506,ST016,Pune
CUST23541,113582,ST039,Delhi
CUST18143,113700,ST033,Noida
CUST22675,114262,ST029,Bengaluru
CUST18310,114330,ST008,Ghaziabad
CUST02227,114487,ST040,Delhi
CUST17370,114872,ST032,Delhi
CUST24024,114906,ST002,Jaipur
CUST01589,115402,ST040,Chennai
CUST24833,115419,ST044,Chennai
CUST22663,115534,ST044,Chennai
CUST21687,115967,ST004,Hyderabad
CUST20612,116089,ST026,Noida
CUST20741,116659,ST041,Bengaluru
CUST11498,117411,ST037,Mumbai
CUST04517,117729,ST015,Chennai
CUST12122,117741,ST012,Noida
CUST02975,117907,ST039,Chennai
CUST04987,118041,ST034,Ghaziabad
CUST03988,119414,ST005,Jaipur
CUST23460,119463,ST049,Ghaziabad
CUST21954,119508,ST020,Mumbai
CUST16669,120057,ST036,Ghaziabad
CUST08639,120999,ST050,Hyderabad
CUST06714,121063,ST050,Gurugram
CUST11360,121457,ST024,Chennai
CUST19929,121687,ST009,Noida
CUST07660,123086,ST039,Chennai
CUST10242,123245,ST007,Chennai
CUST14509,123984,ST003,Noida
CUST14765,124113,ST047,Chennai
CUST08782,124639,ST042,Gurugram
CUST18316,124955,ST025,Delhi
CUST11681,125437,ST019,Mumbai
CUST02137,125452,ST024,Jaipur
CUST20546,125505,ST004,Noida
CUST04345,125659,ST022,Ghaziabad
CUST09299,125830,ST029,Mumbai
CUST09140,126123,ST013,Bengaluru
CUST10575,126216,ST017,Hyderabad
CUST17312,126260,ST048,Bengaluru
CUST21047,126331,ST029,Delhi
CUST08216,126516,ST011,Hyderabad
CUST06521,126603,ST018,Pune
CUST24104,126697,ST024,Pune
CUST18670,127350,ST024,Pune
CUST14879,127482,ST045,Jaipur
CUST15211,127600,ST012,Delhi
CUST17139,127602,ST025,Delhi
CUST09513,128062,ST035,Mumbai
CUST06076,128109,ST024,Pune
CUST03985,128197,ST031,Pune
CUST09204,129158,ST037,Chennai
CUST04830,129254,ST011,Gurugram
CUST04017,129928,ST013,Gurugram
CUST10690,130609,ST006,Noida
CUST16835,130733,ST028,Noida
CUST04068,130853,ST028,Bengaluru
CUST12880,131008,ST009,Jaipur
CUST10328,131681,ST002,Hyderabad
CUST08070,132632,ST023,Ghaziabad
CUST02003,132660,ST025,Ghaziabad
CUST17680,132829,ST026,Delhi
CUST20171,133157,ST023,Bengaluru
CUST01152,134583,ST050,Delhi
CUST21795,134701,ST047,Bengaluru
CUST20867,135094,ST039,Delhi
CUST11777,135193,ST021,Jaipur
CUST07026,135244,ST011,Ghaziabad
CUST18845,135282,ST007,Ghaziabad
CUST15211,135498,ST025,Chennai
CUST07810,135586,ST042,Pune
CUST07395,135640,ST001,Noida
CUST01533,135656,ST017,Noida
CUST16785,136057,ST014,Chennai
CUST24550,136878,ST008,Noida
CUST12894,137151,ST035,Hyderabad
CUST19205,137265,ST012,Gurugram
CUST04409,137681,ST033,Noida
CUST20450,138417,ST031,Pune
CUST06947,138923,ST038,Gurugram
CUST09205,139280,ST037,Pune
CUST06051,139463,ST029,Gurugram
CUST14820,139935,ST024,Pune
CUST18335,140196,ST027,Mumbai
CUST03173,140198,ST047,Hyderabad
CUST22203,140407,ST025,Pune
CUST23377,140667,ST008,Ghaziabad
CUST19502,140722,ST033,Delhi
CUST21522,141301,ST040,Pune
CUST12191,142022,ST021,Jaipur
CUST07958,142081,ST007,Noida
CUST14119,142405,ST001,Jaipur
CUST01663,142473,ST033,Mumbai
CUST07031,142831,ST031,Bengaluru
CUST20302,143118,ST044,Gurugram
CUST19865,143626,ST008,Jaipur
CUST05141,144519,ST024,Pune
CUST07898,146224,ST027,Noida
CUST18934,147515,ST005,Gurugram
CUST07516,147685,ST021,Gurugram
CUST06692,148075,ST026,Delhi
CUST12534,148452,ST019,Bengaluru
CUST07299,100087,ST014,Delhi
CUST01086,101094,ST050,Gurugram
CUST18586,101578,ST004,Ghaziabad
CUST18953,101720,ST043,Bengaluru
CUST24422,102361,ST050,Pune
CUST01601,102681,ST006,Mumbai
CUST04704,103236,ST023,Ghaziabad
CUST12141,104472,ST020,Bengaluru
CUST19888,105408,ST017,Chennai
CUST07561,105675,ST012,Pune
CUST16899,107113,ST029,Delhi
CUST14342,108077,ST026,Pune
CUST22453,108501,ST039,Chennai
CUST10893,108618,ST012,Pune
CUST06253,108716,ST048,Hyderabad
CUST22874,108976,ST039,Ghaziabad
CUST20789,109097,ST007,Noida
CUST20915,109826,ST023,Jaipur
CUST20643,110431,ST001,Gurugram
CUST19500,110568,ST040,Bengaluru
CUST02523,111138,ST030,Chennai
CUST04747,111577,ST030,Pune
CUST11395,111606,ST001,Gurugram
CUST01533,111695,ST009,Bengaluru
CUST24840,111762,ST011,Hyderabad
CUST17550,112488,ST045,Jaipur
CUST16087,112790,ST002,Delhi
CUST10280,113162,ST024,Jaipur
CUST05483,113522,ST009,Bengaluru
CUST22461,113956,ST034,Pune
CUST14868,114012,ST028,Gurugram
CUST20065,114452,ST025,Jaipur
CUST12826,115109,ST002,Bengaluru
CUST22537,115286,ST013,Mumbai
CUST06208,115336,ST021,Bengaluru
CUST09358,115567,ST002,Mumbai
CUST05265,116489,ST023,Chennai
CUST07710,116664,ST023,Mumbai
CUST17482,117386,ST009,Jaipur
